Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R03.mzML
Q07451	YET3_YEAST	YET3	Endoplasmic reticulum transmembrane protein 3	1.14339e+07	1.31773e+07	1.62772e+07	4.36073e+06	3.9677e+06	5.34088e+06
Q07478	SUB2_YEAST	SUB2	ATP-dependent RNA helicase SUB2	1.07406e+08	1.01383e+08	1.02581e+08	5.08858e+07	5.31747e+07	5.33122e+07
Q07500	NDH2_YEAST	NDE2	External NADH-ubiquinone oxidoreductase 2, mitochondrial	547492	600163	620486	329179	304064	290410
Q07505	DLHH_YEAST	YDL086W	Putative carboxymethylenebutenolidase	1.31957e+07	1.3809e+07	1.11734e+07	7.23709e+06	7.21411e+06	7.62387e+06
Q07532	IWR1_YEAST	IWR1	RNA polymerase II nuclear localization protein IWR1			1.40341e+06			
Q07551	KAR_YEAST	YDL124W	NADPH-dependent alpha-keto amide reductase	8.17352e+07	8.5071e+07	8.37207e+07	4.04069e+07	3.97449e+07	4.21184e+07
Q07589	YD144_YEAST	YDL144C	Uncharacterized protein YDL144C	1.48519e+06	1.5595e+06	1.49506e+06	694876		
Q07623	NOP6_YEAST	NOP6	Nucleolar protein 6	942970	1.24085e+06	1.02264e+06			620308
Q07629	YD218_YEAST	YDL218W	Uncharacterized membrane protein YDL218W	2.83281e+06	2.89476e+06	3.53742e+06	1.38455e+06	1.01568e+06	1.02712e+06
Q07651	FMP45_YEAST	FMP45	SUR7 family protein FMP45	1.48968e+07	1.54549e+07	1.29811e+07	7.32634e+06	6.77048e+06	6.39864e+06
Q07653	HBT1_YEAST	HBT1	Protein HBT1	3.10665e+07	3.11632e+07	3.11667e+07	1.58374e+07	1.57518e+07	1.55465e+07
Q07657	SHS1_YEAST	SHS1	Seventh homolog of septin 1	2.59746e+06	2.45776e+06	2.30413e+06	1.24469e+06	1.29202e+06	1.16724e+06
Q07666	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	4.35478e+07	4.47947e+07	4.1388e+07	4.19745e+07	4.34215e+07	4.15148e+07
Q07688	YPD1_YEAST	YPD1	Phosphorelay intermediate protein YPD1	2.49367e+06	2.31904e+06	2.09295e+06	1.1849e+06	1.06005e+06	1.17123e+06
Q07716	AIM6_YEAST	AIM6	Altered inheritance of mitochondria protein 6	2.36607e+06	2.32783e+06	2.4863e+06	1.15474e+06	1.03422e+06	888704
Q07749	ADF2_CAEEL	unc-60	Actin-depolymerizing factor 2, isoform c	2.43594e+07	2.38729e+07	2.40529e+07	3.01286e+07	2.86524e+07	2.94617e+07
Q07750	ADF1_CAEEL	unc-60	Actin-depolymerizing factor 1, isoforms a/b	1.91065e+07	1.98321e+07	1.8766e+07	2.53588e+07	2.34837e+07	2.37786e+07
Q07800	PSR1_YEAST	PSR1	Phosphatase PSR1	677425	680530	678631			
Q07812	BAX_HUMAN	BAX	Apoptosis regulator BAX	7.59464e+06	7.61157e+06	7.72501e+06	7.28668e+06	7.95962e+06	8.10165e+06
Q07820	MCL1_HUMAN	MCL1	Induced myeloid leukemia cell differentiation protein Mcl-1	630491	759478	571121	764115	744123	689818
Q07825	FRA1_YEAST	FRA1	Putative Xaa-Pro aminopeptidase FRA1	3.34412e+06	3.25151e+06	2.36409e+06	1.60208e+06	1.39346e+06	1.42122e+06
Q07864	DPOE1_HUMAN	POLE	DNA polymerase epsilon catalytic subunit A	1.20948e+06	1.08098e+06	1.36488e+06	1.09944e+06	1.06191e+06	1.17974e+06
Q07866	KLC1_HUMAN	KLC1	Kinesin light chain 1	9.04338e+06	9.46223e+06	9.67064e+06	9.71086e+06	9.93167e+06	1.01284e+07
Q07889	SOS1_HUMAN	SOS1	Son of sevenless homolog 1		120317	259563			
Q07896	NOC3_YEAST	NOC3	Nucleolar complex-associated protein 3	191589	288841	346305			
Q07897	CMS1_YEAST	CMS1	Protein CMS1	874575	954822	905363	557290	451284	278782
Q07914	TIM14_YEAST	PAM18	Mitochondrial import inner membrane translocase subunit TIM14	1.34015e+06	1.30462e+06	1.68985e+06	632248		380590
Q07915	RLP24_YEAST	RLP24	Ribosome biogenesis protein RLP24	2.45454e+06	3.11143e+06	2.88312e+06	1.54058e+06	1.4999e+06	
Q07938	MTAP_YEAST	MEU1	S-methyl-5'-thioadenosine phosphorylase	2.43149e+06	2.32803e+06	2.10033e+06			936711
Q07954	LRP1_HUMAN	LRP1	Prolow-density lipoprotein receptor-related protein 1	5.47961e+06	5.40364e+06	5.29937e+06	5.29424e+06	4.55183e+06	4.69865e+06
Q07955	SRSF1_HUMAN	SRSF1	Serine/arginine-rich splicing factor 1	1.44035e+08	1.44934e+08	1.39552e+08	1.42471e+08	1.40392e+08	1.4081e+08
Q07960	RHG01_HUMAN	ARHGAP1	Rho GTPase-activating protein 1	8.22904e+06	7.8757e+06	7.15076e+06	7.31958e+06	7.22656e+06	7.08939e+06
Q07979	RSC58_YEAST	RSC58	Chromatin structure-remodeling complex protein RSC58	326167	378437	206562		131539	
Q08045	LCL2_YEAST	LCL2	Long chronological lifespan protein 2	1.10907e+06	1.10928e+06				
Q08117	TLE5_HUMAN	TLE5	TLE family member 5	1.86628e+06	1.42838e+06	1.35207e+06	2.05338e+06	1.82414e+06	1.37876e+06
Q08162	RRP44_YEAST	DIS3	Exosome complex exonuclease DIS3		1.31383e+06				
Q08170	SRSF4_HUMAN	SRSF4	Serine/arginine-rich splicing factor 4	1.44688e+08	1.43565e+08	1.30864e+08	1.39346e+08	1.42366e+08	1.38817e+08
Q08172	YO024_YEAST	YOL024W	Putative uncharacterized protein YOL024W		2.22968e+06	3.40725e+06		2.66336e+06	3.6804e+06
Q08179	MDM38_YEAST	MDM38	Mitochondrial distribution and morphology protein 38	1.61121e+06	1.71513e+06	1.58023e+06	763214	732289	663073
Q08193	GAS5_YEAST	GAS5	1,3-beta-glucanosyltransferase GAS5	923295	876324	857916			502975
Q08199	SIL1_YEAST	SIL1	Nucleotide exchange factor SIL1	3.97763e+06	4.05055e+06	3.55178e+06	1.81349e+06	1.92475e+06	1.75718e+06
Q08202	OPI10_YEAST	OPI10	Protein OPI10	1.49645e+06	1.53839e+06	1.27823e+06	554231	643406	500528
Q08208	NOP12_YEAST	NOP12	Nucleolar protein 12	628066	802953	743470			
Q08209	PP2BA_HUMAN	PPP3CA	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	4.97971e+06	5.59867e+06	5.23878e+06	5.4772e+06	5.19422e+06	5.09251e+06
Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A	7.47881e+07	7.51155e+07	7.23436e+07	7.17934e+07	7.35755e+07	7.47487e+07
Q08220	GSHB_YEAST	GSH2	Glutathione synthetase	2.60892e+06	2.66871e+06	2.72492e+06	1.52182e+06	1.38548e+06	1.46086e+06
Q08224	THI20_YEAST	THI20	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase THI20	4.3618e+06	4.43427e+06	4.8256e+06	2.18226e+06	2.03644e+06	2.45111e+06
Q08225	DPP3_YEAST	YOL057W	Probable dipeptidyl peptidase 3	1.89307e+06	1.74396e+06	1.75016e+06	893582	831137	877635
Q08229	NBA1_YEAST	NBA1	Protein NBA1	811850	847117				
Q08230	SDHF2_YEAST	SDH5	Succinate dehydrogenase assembly factor 2, mitochondrial	1.23449e+06	1.31511e+06	1.04973e+06	567117	495375	354265
Q08245	ZEO1_YEAST	ZEO1	Protein ZEO1	2.81133e+08	2.92403e+08	3.34176e+08	1.38189e+08	1.42141e+08	1.56837e+08
Q08257	QOR_HUMAN	CRYZ	Quinone oxidoreductase	7.82141e+07	7.53424e+07	7.59486e+07	7.70334e+07	7.56288e+07	7.3207e+07
Q08273	RBX1_YEAST	HRT1	RING-box protein HRT1	681297	640563	670762	364546		379078
Q08379	GOGA2_HUMAN	GOLGA2	Golgin subfamily A member 2	2.43955e+06	2.59945e+06	2.57336e+06	2.35232e+06	2.30418e+06	2.43085e+06
Q08380	LG3BP_HUMAN	LGALS3BP	Galectin-3-binding protein	6.89119e+06	6.88927e+06	5.6549e+06	6.64629e+06	6.83735e+06	6.62172e+06
Q08412	CUE5_YEAST	CUE5	Ubiquitin-binding protein CUE5	6.22065e+06	6.43189e+06	6.54328e+06	3.20223e+06	3.47088e+06	3.21796e+06
Q08421	ETT1_YEAST	ETT1	Enhancer of translation termination 1	1.12047e+06	836485	641904	632116		458454
Q08438	VHS3_YEAST	VHS3	Phosphopantothenoylcysteine decarboxylase subunit VHS3	1.50742e+06	1.54667e+06	2.22109e+06	839869		
Q08446	SGT1_YEAST	SGT1	Protein SGT1	517562	1.34875e+06	1.46328e+06			
Q08561	IES4_YEAST	IES4	Ino eighty subunit 4	872262	594864	549440	366940	276971	
Q08601	MCA1_YEAST	MCA1	Metacaspase-1	4.58754e+06	4.99461e+06	4.90027e+06	2.30405e+06	2.34993e+06	2.51026e+06
Q08623	HDHD1_HUMAN	PUDP	Pseudouridine-5'-phosphatase	1.22307e+06	1.43536e+06	991821	1.32778e+06	1.03089e+06	1.31155e+06
Q08641	AB140_YEAST	ABP140	tRNA(Thr) (cytosine(32)-N(3))-methyltransferase	3.94596e+06	5.26407e+06	1.58866e+06	422782	343729	533192
Q08650	DGAT2_YEAST	DGA1	Diacylglycerol O-acyltransferase 1	288277	226887	264103	143328	132292	151103
Q08686	THTR_YEAST	TUM1	Thiosulfate sulfurtransferase TUM1	6.07583e+06	5.76968e+06	6.12396e+06	3.28884e+06	3.41908e+06	3.4115e+06
Q08689	NAT5_YEAST	NAT5	N-alpha-acetyltransferase NAT5	1.32789e+06	1.17548e+06	1.03806e+06	417154	718508	
Q08722	CD47_HUMAN	CD47	Leukocyte surface antigen CD47	8.66416e+06	8.63082e+06	7.9951e+06	8.04673e+06	7.7883e+06	8.50668e+06
Q08723	RPN8_YEAST	RPN8	26S proteasome regulatory subunit RPN8	1.33011e+07	1.50847e+07	1.41262e+07	7.53397e+06	7.72395e+06	8.69078e+06
Q08732	HRK1_YEAST	HRK1	Serine/threonine-protein kinase HRK1	2.00066e+06	2.14881e+06	1.74571e+06	1.06888e+06	902303	1.1978e+06
Q08746	RRS1_YEAST	RRS1	Regulator of ribosome biosynthesis	713072	946964	925329	418304	415098	389071
Q08752	PPID_HUMAN	PPID	Peptidyl-prolyl cis-trans isomerase D	3.24101e+06	2.31473e+06	2.71411e+06	2.72895e+06	2.50141e+06	2.49123e+06
Q08754	BUD7_YEAST	BUD7	Bud site selection protein 7		215791				
Q08826	SNX3_YEAST	SNX3	Sorting nexin-3		1.18688e+06				
Q08873	SCP1_YEAST	SCP1	Transgelin	1.26618e+06	1.09115e+06	1.28668e+06	654368	698655	669726
Q08925	MRN1_YEAST	MRN1	RNA-binding protein MRN1		2.77524e+06	1.7219e+06		991127	
Q08926	UIP4_YEAST	UIP4	ULP1-interacting protein 4	1.43296e+07	1.17381e+07	1.21466e+07	8.03055e+06	7.1127e+06	
Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1	3.61758e+07	3.58446e+07	3.34898e+07	3.39712e+07	3.46462e+07	3.36278e+07
Q08951	AP3D_YEAST	APL5	AP-3 complex subunit delta	1.4265e+06	1.4029e+06	813873			
Q08954	YP199_YEAST	YPL199C	Smr domain-containing protein YPL199C	202054	64720.1	350865			
Q08959	PGC1_YEAST	PGC1	Phosphatidylglycerol phospholipase C	1.85689e+06	1.72762e+06	1.53468e+06		775963	
Q08968	SELO_YEAST	FMP40	Protein adenylyltransferase SelO, mitochondrial	710042	915777	820883	438171	300456	421038
Q08969	GRE1_YEAST	GRE1	Protein GRE1	1.51816e+08	1.33819e+08	1.50188e+08	7.9598e+07	7.80513e+07	7.06494e+07
Q08971	YP225_YEAST	YPL225W	Protein PBDC1 homolog	9.61641e+06	1.07223e+07	9.52581e+06	4.92352e+06	4.79947e+06	4.8307e+06
Q08972	NEW1_YEAST	NEW1	[NU+] prion formation protein 1	3.63625e+06	3.66111e+06	3.53809e+06	1.73486e+06	1.65665e+06	1.78259e+06
Q08977	CUB1_YEAST	CUB1	Cu(2+) suppressing and bleomycin sensitive protein 1	9.17919e+06	9.11252e+06	8.47448e+06	3.88778e+06	4.44649e+06	4.28482e+06
Q08985	SAM4_YEAST	SAM4	Homocysteine S-methyltransferase 2	4.48667e+06	4.63858e+06	4.14712e+06	2.42384e+06	2.73903e+06	2.20375e+06
Q08AD1	CAMP2_HUMAN	CAMSAP2	Calmodulin-regulated spectrin-associated protein 2	936601	759712	874674	1.07019e+06	868429	793476
Q08AF3	SLFN5_HUMAN	SLFN5	Schlafen family member 5	3.83654e+06	3.85969e+06	4.09789e+06	3.77677e+06	3.58643e+06	3.68959e+06
Q08AM6	VAC14_HUMAN	VAC14	Protein VAC14 homolog	2.32063e+06	2.43806e+06	2.27772e+06	2.31079e+06	2.36716e+06	2.08876e+06
Q08J23	NSUN2_HUMAN	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2	4.28009e+07	4.49233e+07	4.47188e+07	4.36316e+07	4.23319e+07	4.24354e+07
Q09028	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4	1.66373e+07	1.61563e+07	1.54006e+07	1.51961e+07	1.36743e+07	1.71102e+07
Q09161	NCBP1_HUMAN	NCBP1	Nuclear cap-binding protein subunit 1	1.6708e+07	1.9173e+07	1.84545e+07	1.74041e+07	1.74862e+07	1.6625e+07
Q09165	DIG1_CAEEL	dig-1	Mesocentin	6.52312e+06	6.55406e+06	6.98536e+06	8.79759e+06	8.49882e+06	8.75342e+06
Q09216	ERP1A_CAEEL	B0495.7	Putative endoplasmic reticulum metallopeptidase 1-A	2.05606e+06	1.76266e+06	1.9204e+06	2.50115e+06	2.63047e+06	2.29757e+06
Q09221	CPNA2_CAEEL	cpna-2	Copine family protein 2	544952	606172	466951	848056	1.01532e+06	1.02703e+06
Q09236	COPD_CAEEL	copd-1	Probable coatomer subunit delta	5.4391e+06	5.16111e+06	5.57839e+06	5.9985e+06	6.28056e+06	6.34814e+06
Q09237	GYF1_CAEEL	gyf-1	GYF domain-containing protein gyf-1	7.20219e+06	6.67401e+06	8.53781e+06	8.95976e+06	8.73617e+06	8.93441e+06
Q09248	DCTN2_CAEEL	dnc-2	Probable dynactin subunit 2	5.94379e+06	6.08386e+06	2.72511e+06	6.54288e+06	4.58191e+06	7.64933e+06
Q09249	YQ53_CAEEL	C16C10.3	Uncharacterized protein C16C10.3	1.55677e+06	993923	742278	1.80115e+06	1.72897e+06	1.44325e+06
Q09250	SAP18_CAEEL	C16C10.4	Probable histone deacetylase complex subunit SAP18	1.37427e+06	1.50162e+06	1.56306e+06	1.82766e+06	2.34672e+06	1.49283e+06
Q09253	GLOD4_CAEEL	glod-4	Glyoxalase 1	495922	755329	445525	988111	824146	893776
Q09254	HAR1_CAEEL	har-1	Hemiasterlin resistant protein 1	1.3877e+06	1.60276e+06	1.71369e+06	1.45197e+06	2.13488e+06	1.73755e+06
Q09261	RT31_CAEEL	mrps-31	28S ribosomal protein S31, mitochondrial		424643	444613	489009	487625	759545
Q09278	YQI5_CAEEL	C45G9.5	Uncharacterized protein C45G9.5	1.74445e+06	1.50713e+06	1.5717e+06	1.86109e+06	1.97471e+06	2.43253e+06
Q09279	YQI6_CAEEL	C45G9.6	Uncharacterized protein C45G9.6			482853	1.04026e+06	710726	517312
Q09285	AKAP1_CAEEL	akap-1	KH domain-containing protein akap-1	2.40383e+06	2.76595e+06	2.22519e+06	3.47903e+06	3.14969e+06	2.88447e+06
Q09289	ADRM1_CAEEL	rpn-13	Proteasomal ubiquitin receptor ADRM1 homolog	8.37088e+06	8.3639e+06	8.64285e+06	9.78468e+06	1.00072e+07	1.00609e+07
Q09293	TOFU6_CAEEL	tofu-6	Embryonic developmental protein tofu-6	1.26837e+06	1.34924e+06	1.05325e+06	1.2604e+06	1.43832e+06	1.57755e+06
Q09297	NDX6_CAEEL	ndx-6	Putative nudix hydrolase 6		877218	1.19566e+06	959994		985311
Q09318	YQY2_CAEEL	F36G3.2	Uncharacterized protein F36G3.2	1.26225e+06	1.20248e+06	1.17792e+06	1.64521e+06	1.55361e+06	1.46411e+06
Q09320	YQZ2_CAEEL	F40B5.2	Putative metallophosphoesterase F40B5.2		167326		361232	597660	430437
Q09321	YR51_CAEEL	F42A8.1	Uncharacterized protein F42A8.1	1.27627e+06	1.11223e+06	1.27914e+06	1.43981e+06	1.25014e+06	1.24122e+06
Q09349	UBE4_CAEEL	ufd-2	Ubiquitin conjugation factor E4 ufd-2		777668		810261	588870	880172
Q09359	YS11_CAEEL	ZK1307.1	Uncharacterized protein ZK1307.1	6.11889e+06	6.57314e+06	6.6177e+06	8.12598e+06	9.04262e+06	8.1094e+06
Q09364	YS22_CAEEL	ZK1320.2	Uncharacterized protein ZK1320.2	1.74346e+06	1.81988e+06	1.66893e+06	2.10512e+06	2.53015e+06	2.31314e+06
Q09365	YS23_CAEEL	ZK1320.3	Uncharacterized protein ZK1320.3	1.87652e+06	2.20185e+06	1.83158e+06	2.56466e+06	3.10977e+06	2.82186e+06
Q09390	HMG12_CAEEL	hmg-1.2	High mobility group protein 1.2	4.57757e+06	4.16785e+06	4.92805e+06	3.52256e+06	4.1175e+06	4.39668e+06
Q09407	MTND2_CAEEL	K07E1.1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase homolog 2			677283	772624	726774	655513
Q09422	PGAM5_CAEEL	pgam-5	Serine/threonine-protein phosphatase Pgam5, mitochondrial	2.64061e+06	2.13481e+06	2.14113e+06	2.99605e+06	2.95267e+06	2.68116e+06
Q09438	MTAP_CAEEL	B0228.7	S-methyl-5'-thioadenosine phosphorylase	1.92738e+06	1.94273e+06	2.22281e+06	2.44395e+06	2.39917e+06	2.59992e+06
Q09442	SF3B4_CAEEL	sap-49	Splicing factor 3B subunit 4	1.26629e+06	1.07609e+06		1.47301e+06	1.3037e+06	1.31983e+06
Q09444	UBH4_CAEEL	ubh-4	Ubiquitin carboxyl-terminal hydrolase ubh-4	7.61079e+06	7.70904e+06	7.85854e+06	9.10669e+06	9.20388e+06	9.41774e+06
Q09450	SCOT_CAEEL	C05C10.3	Probable succinyl-CoA:3-ketoacid coenzyme A transferase, mitochondrial	1.28494e+07	1.24682e+07	1.21539e+07	1.63279e+07	1.58369e+07	1.44479e+07
Q09451	PHO11_CAEEL	pho-11	Putative acid phosphatase 11	163252		118286	163130	178069	182674
Q09455	COL39_CAEEL	col-39	Cuticle collagen 39				44753.6		125415
Q09464	YQ58_CAEEL	C16C10.8	Uncharacterized protein C16C10.8	1.05557e+06	963831	1.42873e+06	1.38055e+06	1.60984e+06	1.46771e+06
Q09474	T23O_CAEEL	tdo-2	Tryptophan 2,3-dioxygenase	1.24337e+06	1.02074e+06	904327	1.67793e+06	1.32381e+06	1.48909e+06
Q09475	YP93_CAEEL	C28H8.3	Uncharacterized helicase C28H8.3	3.4825e+06	3.63872e+06	3.29137e+06	4.29834e+06	4.2426e+06	4.44242e+06
Q09476	PXL1_CAEEL	pxl-1	Paxillin homolog 1	3.42212e+06	2.67459e+06	2.68083e+06	3.41011e+06	3.21493e+06	3.1417e+06
Q09490	LGG1_CAEEL	lgg-1	Protein lgg-1	2.2221e+06	1.559e+06	1.78649e+06	1.80489e+06	2.04965e+06	1.65271e+06
Q09496	PPP6_CAEEL	pph-6	Serine/threonine-protein phosphatase 6 catalytic subunit			480185	842400	814081	730565
Q09501	IFP1_CAEEL	ifp-1	Intermediate filament protein ifp-1	5.59618e+06	5.00106e+06	6.0247e+06	7.95853e+06	7.89713e+06	7.27847e+06
Q09508	SDHA_CAEEL	sdha-1	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	3.54073e+07	3.51377e+07	3.06059e+07	3.36727e+07	3.41961e+07	3.49211e+07
Q09509	FOLC_CAEEL	F25B5.6	Putative folylpolyglutamate synthase	416628	391177	331472	570175	602655	611476
Q09510	MLRH_CAEEL	mlc-4	Myosin regulatory light chain	1.14129e+07	1.0218e+07	1.20303e+07	1.30413e+07	1.24382e+07	1.38151e+07
Q09511	RSP4_CAEEL	rsp-4	Probable splicing factor, arginine/serine-rich 4	5.44319e+06	5.69518e+06	5.95991e+06	6.91707e+06	7.6026e+06	6.63947e+06
Q09512	TTL12_CAEEL	ttll-12	Tubulin--tyrosine ligase-like protein 12	313207	381981	473579	368351	559399	515887
Q09517	LE767_CAEEL	let-767	Very-long-chain 3-oxooacyl-coA reductase let-767	1.11969e+07	1.03238e+07	9.80985e+06	1.19075e+07	1.19632e+07	1.09482e+07
Q09527	KAD6_CAEEL	E02H1.6	Adenylate kinase isoenzyme 6 homolog		844018	1.16624e+06	1.08935e+06	1.31061e+06	
Q09531	YQP4_CAEEL	F07F6.4	Uncharacterized protein F07F6.4	1.42301e+06	1.47226e+06	1.33825e+06	2.15088e+06	2.13733e+06	1.9776e+06
Q09533	RL10_CAEEL	rpl-10	60S ribosomal protein L10	1.04722e+08	1.0208e+08	9.77675e+07	1.28834e+08	1.24794e+08	1.22259e+08
Q09541	TPP2_CAEEL	tpp-2	Tripeptidyl-peptidase 2	1.0636e+07	1.55804e+07	1.19008e+07	5.63996e+06	2.01833e+07	1.85106e+07
Q09543	2AAA_CAEEL	paa-1	Probable serine/threonine-protein phosphatase PP2A regulatory subunit	1.83138e+07	1.753e+07	1.80403e+07	2.14365e+07	2.2219e+07	2.10718e+07
Q09544	ATPD_CAEEL	F58F12.1	ATP synthase subunit delta, mitochondrial	1.11855e+08	1.18034e+08	1.20997e+08	1.37313e+08	1.40062e+08	1.46874e+08
Q09545	SDHB_CAEEL	sdhb-1	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	2.65427e+07	2.81609e+07	2.88689e+07	3.6671e+07	3.49697e+07	3.29946e+07
Q09580	GUAA_CAEEL	gmps-1	Probable GMP synthase [glutamine-hydrolyzing]	2.53512e+06	2.07009e+06	2.35797e+06	2.59202e+06	3.40727e+06	3.97044e+06
Q09581	LEC3_CAEEL	lec-3	32 kDa beta-galactoside-binding lectin lec-3	5.67465e+07	5.42739e+07	4.30982e+07	6.52629e+07	6.97857e+07	7.87403e+07
Q09582	METH_CAEEL	metr-1	Probable methionine synthase	1.31924e+06	1.64762e+06	1.33274e+06	1.71568e+06	1.8025e+06	2.00491e+06
Q09583	PSA3_CAEEL	pas-7	Proteasome subunit alpha type-3	2.44012e+07	2.48938e+07	2.66874e+07	3.08064e+07	3.25319e+07	3.12814e+07
Q09596	GST5_CAEEL	gst-5	Probable glutathione S-transferase 5	7.4568e+06	6.93493e+06	6.84084e+06	9.03802e+06	8.88853e+06	8.7173e+06
Q09607	GST36_CAEEL	gst-36	Probable glutathione S-transferase gst-36	9.58717e+06	1.0713e+07	1.05746e+07	1.41667e+07	1.33844e+07	1.41931e+07
Q09610	LEC8_CAEEL	lec-8	Probable galaptin lec-8	1.01842e+07	1.0369e+07	1.0782e+07	1.18047e+07	1.24331e+07	1.31657e+07
Q09614	PTC1_CAEEL	ptc-1	Protein patched homolog 1	205629	225784		241568	359344	186330
Q09622	PUF12_CAEEL	puf-12	Pumilio domain-containing protein 12	1.75435e+06	1.69799e+06	1.71546e+06	2.33079e+06	2.27288e+06	2.10425e+06
Q09629	KADY_CAEEL	ZK673.2	Probable adenylate kinase isoenzyme ZK673.2	1.33948e+07	1.16655e+07	1.11231e+07	1.29756e+07	1.33285e+07	1.22841e+07
Q09652	GSTK1_CAEEL	gstk-1	Glutathione S-transferase kappa 1		776338	1.01525e+06	1.29129e+06	865194	989536
Q09665	TNNC2_CAEEL	tnc-2	Troponin C, isoform 2	2.43064e+07	2.34814e+07	2.40956e+07	2.9656e+07	2.95149e+07	3.00466e+07
Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	1.71315e+08	1.70038e+08	1.69072e+08	1.66835e+08	1.66651e+08	1.65382e+08
Q09931	UBPY_CAEEL	K02C4.3	Probable ubiquitin carboxyl-terminal hydrolase K02C4.3	191418	251818	238851	426010	368556	290976
Q09936	YSE2_CAEEL	C53C9.2	Uncharacterized protein C53C9.2	2.61678e+07	2.61096e+07	2.40649e+07	3.29765e+07	3.25102e+07	3.0442e+07
Q09958	EBP2_CAEEL	C18A3.3	Probable rRNA-processing protein EBP2 homolog	5.58309e+06	4.69753e+06	6.49356e+06	6.23038e+06	7.91186e+06	7.992e+06
Q09967	EGG1_CAEEL	egg-1	LDL receptor repeat-containing protein egg-1	285511	141217	387121	578160		576138
Q09996	SYLC_CAEEL	lars-1	Leucine--tRNA ligase	5.1245e+06	5.24597e+06	4.90056e+06	6.50126e+06	6.67554e+06	6.40673e+06
Q0G819	PP2B_CAEEL	tax-6	Serine/threonine-protein phosphatase 2B catalytic subunit	5.12489e+06	6.38469e+06	6.68762e+06	8.84052e+06	7.46459e+06	7.36665e+06
Q0JRZ9	FCHO2_HUMAN	FCHO2	F-BAR domain only protein 2	611790	650004	287993	556456	517268	440324
Q0VDF9	HSP7E_HUMAN	HSPA14	Heat shock 70 kDa protein 14	5.35699e+06	5.13539e+06	5.35812e+06	5.11802e+06	5.09021e+06	5.05709e+06
Q0VDG4	SCRN3_HUMAN	SCRN3	Secernin-3	346733	263164	118987	228652	275528	229454
Q10008	YSV2_CAEEL	T19C3.2	Uncharacterized protein T19C3.2	457408	682120	511816	676304	798277	763281
Q10013	SMD1_CAEEL	snr-3	Probable small nuclear ribonucleoprotein Sm D1	4.97131e+06	4.73404e+06	4.51072e+06	6.19131e+06	6.00105e+06	5.39781e+06
Q10014	YR01_CAEEL	T25E4.1	Uncharacterized protein T25E4.1	1.86878e+06	2.19955e+06	2.08766e+06	2.34126e+06	2.50398e+06	2.54819e+06
Q10021	RSP5_CAEEL	rsp-5	Probable splicing factor, arginine/serine-rich 5	795077	1.08138e+06	914661	1.05115e+06	1.15208e+06	955929
Q10033	YSI1_CAEEL	F15G9.1	Uncharacterized protein F15G9.1	3.19714e+06	2.86162e+06	2.8258e+06	3.9078e+06	4.07546e+06	3.40268e+06
Q10039	GARS_CAEEL	gars-1	Glycine--tRNA ligase	6.84529e+06	6.39754e+06	6.18301e+06	9.34568e+06	8.30613e+06	1.06654e+07
Q10051	PRP19_CAEEL	prp-19	Pre-mRNA-processing factor 19	8.40456e+06	9.04888e+06	7.35227e+06	1.06464e+07	1.08333e+07	1.10197e+07
Q10121	YSD2_CAEEL	C23G10.2	RutC family protein C23G10.2	4.61609e+07	4.83869e+07	4.62652e+07	5.642e+07	5.70788e+07	5.84939e+07
Q10123	YSM3_CAEEL	F52C9.3	Uncharacterized protein F52C9.3	4.62267e+06					
Q10129	RT16_CAEEL	mrps-16	Probable 28S ribosomal protein S16, mitochondrial	973466	1.18858e+06	1.26184e+06	1.64993e+06	1.52199e+06	1.48091e+06
Q10131	CEX1_CAEEL	cex-1	Calexcitin-1	737543	675534	723757	793665	1.01234e+06	972289
Q10453;Q9U281	H331_CAEEL;H332_CAEEL	his-71;his-72	Histone H3.3 type 1	1.73248e+06	2.44262e+06	2.36391e+06	3.07928e+06	2.70864e+06	2.27454e+06
