Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\B20190320yix_KRUK_DIA_b6_15.mzML
Q17RC7	EX3L4_HUMAN	EXOC3L4	Exocyst complex component 3-like protein 4	2.79724e+07
Q17RN3	FA98C_HUMAN	FAM98C	Protein FAM98C	1.59208e+06
Q1ED39	KNOP1_HUMAN	KNOP1	Lysine-rich nucleolar protein 1	2.11569e+06
Q1KMD3	HNRL2_HUMAN	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2	6.3141e+07
Q1MSJ5	CSPP1_HUMAN	CSPP1	Centrosome and spindle pole-associated protein 1	2.4562e+06
Q27J81	INF2_HUMAN	INF2	Inverted formin-2	3.24913e+07
Q29RF7	PDS5A_HUMAN	PDS5A	Sister chromatid cohesion protein PDS5 homolog A	9.46344e+06
Q2KHT3	CL16A_HUMAN	CLEC16A	Protein CLEC16A	2.7003e+07
Q2M2I3	FA83E_HUMAN	FAM83E	Protein FAM83E	3.68171e+06
Q2M2I8	AAK1_HUMAN	AAK1	AP2-associated protein kinase 1	1.59307e+06
Q2M389	WASC4_HUMAN	WASHC4	WASH complex subunit 4	1.42854e+07
Q2NL82	TSR1_HUMAN	TSR1	Pre-rRNA-processing protein TSR1 homolog	7.54185e+06
Q2PPJ7	RGPA2_HUMAN	RALGAPA2	Ral GTPase-activating protein subunit alpha-2	1.43061e+07
Q2TAA2	IAH1_HUMAN	IAH1	Isoamyl acetate-hydrolyzing esterase 1 homolog	1.83184e+07
Q2TAL8	QRIC1_HUMAN	QRICH1	Transcriptional regulator QRICH1	1.0648e+07
Q2TAM9	TUSC1_HUMAN	TUSC1	Tumor suppressor candidate gene 1 protein	1.74121e+06
Q2TAY7	SMU1_HUMAN	SMU1	WD40 repeat-containing protein SMU1	2.75684e+07
Q2TB90	HKDC1_HUMAN	HKDC1	Hexokinase HKDC1	3.55426e+07
Q30154	DRB5_HUMAN	HLA-DRB5	HLA class II histocompatibility antigen, DR beta 5 chain	3.37857e+07
Q32MZ4	LRRF1_HUMAN	LRRFIP1	Leucine-rich repeat flightless-interacting protein 1	8.55431e+08
Q32NB8	PGPS1_HUMAN	PGS1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial	429021
Q32P28	P3H1_HUMAN	P3H1	Prolyl 3-hydroxylase 1	8.68227e+06
Q32P41	TRM5_HUMAN	TRMT5	tRNA (guanine(37)-N1)-methyltransferase	3.48703e+07
Q32P44	EMAL3_HUMAN	EML3	Echinoderm microtubule-associated protein-like 3	9.8156e+06
Q330K2	NDUF6_HUMAN	NDUFAF6	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6	797978
Q38SD2	LRRK1_HUMAN	LRRK1	Leucine-rich repeat serine/threonine-protein kinase 1	1.50315e+07
Q3B726	RPA43_HUMAN	POLR1F	DNA-directed RNA polymerase I subunit RPA43	3.33345e+06
Q3B7J2	GFOD2_HUMAN	GFOD2	Glucose-fructose oxidoreductase domain-containing protein 2	3.35192e+06
Q3KQU3	MA7D1_HUMAN	MAP7D1	MAP7 domain-containing protein 1	1.58097e+07
Q3KQV9	UAP1L_HUMAN	UAP1L1	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	6.88952e+06
Q3LXA3	TKFC_HUMAN	TKFC	Triokinase/FMN cyclase	7.94478e+06
Q3MHD2	LSM12_HUMAN	LSM12	Protein LSM12	1.52171e+07
Q3SXM5	HSDL1_HUMAN	HSDL1	Inactive hydroxysteroid dehydrogenase-like protein 1	295429
Q3SY69	AL1L2_HUMAN	ALDH1L2	Mitochondrial 10-formyltetrahydrofolate dehydrogenase	2.09092e+07
Q3V6T2	GRDN_HUMAN	CCDC88A	Girdin	2.46912e+06
Q3YEC7	RABL6_HUMAN	RABL6	Rab-like protein 6	1.33274e+07
Q3ZCM7	TBB8_HUMAN	TUBB8	Tubulin beta-8 chain	2.47937e+06
Q3ZCQ8	TIM50_HUMAN	TIMM50	Mitochondrial import inner membrane translocase subunit TIM50	1.26124e+07
Q460N5	PAR14_HUMAN	PARP14	Protein mono-ADP-ribosyltransferase PARP14	3.12867e+08
Q495W5	FUT11_HUMAN	FUT11	Alpha-(1,3)-fucosyltransferase 11	1.92388e+06
Q49A26	GLYR1_HUMAN	GLYR1	Cytokine-like nuclear factor N-PAC	1.02822e+07
Q4G0F5	VP26B_HUMAN	VPS26B	Vacuolar protein sorting-associated protein 26B	1.02968e+07
Q4G0J3	LARP7_HUMAN	LARP7	La-related protein 7	9.77243e+06
Q4G0N4	NAKD2_HUMAN	NADK2	NAD kinase 2, mitochondrial	2.66593e+07
Q4G0X4	KCD21_HUMAN	KCTD21	BTB/POZ domain-containing protein KCTD21	7.40184e+06
Q4G148	GXLT1_HUMAN	GXYLT1	Glucoside xylosyltransferase 1	1.29335e+06
Q4G176	ACSF3_HUMAN	ACSF3	Malonate--CoA ligase ACSF3, mitochondrial	8.56881e+06
Q4KMP7	TB10B_HUMAN	TBC1D10B	TBC1 domain family member 10B	5.23966e+06
Q4KMQ2	ANO6_HUMAN	ANO6	Anoctamin-6	7.39158e+06
Q4L180	FIL1L_HUMAN	FILIP1L	Filamin A-interacting protein 1-like	6.5108e+06
Q4U2R6	RM51_HUMAN	MRPL51	Large ribosomal subunit protein mL51	3.07276e+06
Q4V328	GRAP1_HUMAN	GRIPAP1	GRIP1-associated protein 1	1.32825e+07
Q4V9L6	TM119_HUMAN	TMEM119	Transmembrane protein 119	1.54494e+07
Q4VC31	MIX23_HUMAN	MIX23	Protein MIX23	2.00355e+07
Q4VNC1	AT134_HUMAN	ATP13A4	Probable cation-transporting ATPase 13A4	324277
Q4ZHG4	FNDC1_HUMAN	FNDC1	Fibronectin type III domain-containing protein 1	6.81539e+06
Q52LC2	VAS1L_HUMAN	ATP6AP1L	V-type proton ATPase subunit S1-like protein	2.7186e+06
Q52LJ0	FA98B_HUMAN	FAM98B	Protein FAM98B	3.24566e+07
Q53EL6	PDCD4_HUMAN	PDCD4	Programmed cell death protein 4	3.84806e+07
Q53EP0	FND3B_HUMAN	FNDC3B	Fibronectin type III domain-containing protein 3B	227256
Q53F19	NCBP3_HUMAN	NCBP3	Nuclear cap-binding protein subunit 3	2.5827e+07
Q53FA7	QORX_HUMAN	TP53I3	Quinone oxidoreductase PIG3	1.1897e+07
Q53FT3	HIKES_HUMAN	HIKESHI	Protein Hikeshi	4.74738e+06
Q53G44	IF44L_HUMAN	IFI44L	Interferon-induced protein 44-like	1.65429e+06
Q53GA4	PHLA2_HUMAN	PHLDA2	Pleckstrin homology-like domain family A member 2	409507
Q53GG5	PDLI3_HUMAN	PDLIM3	PDZ and LIM domain protein 3	1.23473e+08
Q53GL7	PAR10_HUMAN	PARP10	Protein mono-ADP-ribosyltransferase PARP10	2.05765e+07
Q53GQ0	DHB12_HUMAN	HSD17B12	Very-long-chain 3-oxoacyl-CoA reductase	2.55773e+07
Q53GS7	GLE1_HUMAN	GLE1	mRNA export factor GLE1	962741
Q53GS9	UBP39_HUMAN	USP39	Ubiquitin carboxyl-terminal hydrolase 39	1.52142e+07
Q53H12	AGK_HUMAN	AGK	Acylglycerol kinase, mitochondrial	7.65823e+06
Q53H47	SETMR_HUMAN	SETMAR	Histone-lysine N-methyltransferase SETMAR	638778
Q53H82	LACB2_HUMAN	LACTB2	Endoribonuclease LACTB2	7.30825e+06
Q53H96	P5CR3_HUMAN	PYCR3	Pyrroline-5-carboxylate reductase 3	3.62789e+07
Q53HC0	CCD92_HUMAN	CCDC92	Coiled-coil domain-containing protein 92	374728
Q53HC9	EIPR1_HUMAN	EIPR1	EARP and GARP complex-interacting protein 1	5.97224e+06
Q53HV7	SMUG1_HUMAN	SMUG1	Single-strand selective monofunctional uracil DNA glycosylase	1.02833e+06
Q53LP3	SWAHC_HUMAN	SOWAHC	Ankyrin repeat domain-containing protein SOWAHC	1.91447e+06
Q53QV2	LBH_HUMAN	LBH	Protein LBH	992380
Q53QZ3	RHG15_HUMAN	ARHGAP15	Rho GTPase-activating protein 15	810361
Q53RY4	KCP3_HUMAN	KRTCAP3	Keratinocyte-associated protein 3	2.49861e+06
Q53SF7	COBL1_HUMAN	COBLL1	Cordon-bleu protein-like 1	2.89634e+06
Q53T59	H1BP3_HUMAN	HS1BP3	HCLS1-binding protein 3	1.94287e+07
Q53TN4	CYBR1_HUMAN	CYBRD1	Plasma membrane ascorbate-dependent reductase CYBRD1	4.80598e+07
Q562E7	WDR81_HUMAN	WDR81	WD repeat-containing protein 81	2.24469e+06
Q562R1	ACTBL_HUMAN	ACTBL2	Beta-actin-like protein 2	9.87936e+08
Q567U6	CCD93_HUMAN	CCDC93	Coiled-coil domain-containing protein 93	1.11664e+07
Q56A73	SPIN4_HUMAN	SPIN4	Spindlin-4	7.86421e+06
Q56VL3	OCAD2_HUMAN	OCIAD2	OCIA domain-containing protein 2	5.11339e+06
Q587I9	SFT2C_HUMAN	SFT2D3	Vesicle transport protein SFT2C	360002
Q58DX5	NADL2_HUMAN	NAALADL2	Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2	2.53915e+06
Q58FF3	ENPLL_HUMAN	HSP90B2P	Putative endoplasmin-like protein	1.12412e+07
Q58FF6	H90B4_HUMAN	HSP90AB4P	Putative heat shock protein HSP 90-beta 4	3.40468e+07
Q5BIV9	SPRN_HUMAN	SPRN	Shadow of prion protein	6.84162e+07
Q5BJD5	TM41B_HUMAN	TMEM41B	Transmembrane protein 41B	2.05705e+07
Q5BJF2	SGMR2_HUMAN	TMEM97	Sigma intracellular receptor 2	1.0392e+07
Q5BJH7	YIF1B_HUMAN	YIF1B	Protein YIF1B	3.11678e+06
Q5BKU9	OXLD1_HUMAN	OXLD1	Oxidoreductase-like domain-containing protein 1	1.55804e+06
Q5BKZ1	ZN326_HUMAN	ZNF326	DBIRD complex subunit ZNF326	6.37795e+06
Q5EBL4	RIPL1_HUMAN	RILPL1	RILP-like protein 1	6.96772e+06
Q5EBL8	PDZ11_HUMAN	PDZD11	PDZ domain-containing protein 11	1.03858e+07
Q5EBM0	CMPK2_HUMAN	CMPK2	UMP-CMP kinase 2, mitochondrial	2.05598e+07
Q5EG05	CAR16_HUMAN	CARD16	Caspase recruitment domain-containing protein 16	9.69218e+06
Q5F1R6	DJC21_HUMAN	DNAJC21	DnaJ homolog subfamily C member 21	8.72595e+06
Q5GLZ8	HERC4_HUMAN	HERC4	Probable E3 ubiquitin-protein ligase HERC4	1.33826e+07
Q5H8A4	PIGG_HUMAN	PIGG	GPI ethanolamine phosphate transferase 2	4.9754e+06
Q5H9R7	PP6R3_HUMAN	PPP6R3	Serine/threonine-protein phosphatase 6 regulatory subunit 3	6.0805e+06
Q5HYI8	RABL3_HUMAN	RABL3	Rab-like protein 3	7.64569e+06
Q5HYK3	COQ5_HUMAN	COQ5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	5.00378e+06
Q5HYK7	SH319_HUMAN	SH3D19	SH3 domain-containing protein 19	754775
Q5HYW2	NHSL2_HUMAN	NHSL2	NHS-like protein 2	1.71106e+06
Q5J8M3	EMC4_HUMAN	EMC4	ER membrane protein complex subunit 4	7.97914e+06
Q5JPE7	NOMO2_HUMAN	NOMO2	BOS complex subunit NOMO2	2.22709e+07
Q5JPH6	SYEM_HUMAN	EARS2	Probable glutamate--tRNA ligase, mitochondrial	1.8173e+06
Q5JRA6	TGO1_HUMAN	MIA3	Transport and Golgi organization protein 1 homolog	1.68146e+07
Q5JRX3	PREP_HUMAN	PITRM1	Presequence protease, mitochondrial	4.46659e+07
Q5JS54	PSMG4_HUMAN	PSMG4	Proteasome assembly chaperone 4	2.55082e+06
Q5JSH3	WDR44_HUMAN	WDR44	WD repeat-containing protein 44	1.31862e+07
Q5JSL3	DOC11_HUMAN	DOCK11	Dedicator of cytokinesis protein 11	9.99193e+06
Q5JSZ5	PRC2B_HUMAN	PRRC2B	Protein PRRC2B	1.99452e+06
Q5JTB6	PLAC9_HUMAN	PLAC9	Placenta-specific protein 9	1.33928e+07
Q5JTD0	TJAP1_HUMAN	TJAP1	Tight junction-associated protein 1	2.72939e+06
Q5JTH9	RRP12_HUMAN	RRP12	RRP12-like protein	9.0808e+06
Q5JTJ3	COA6_HUMAN	COA6	Cytochrome c oxidase assembly factor 6 homolog	7.85555e+06
Q5JTV8	TOIP1_HUMAN	TOR1AIP1	Torsin-1A-interacting protein 1	9.20783e+07
Q5JTZ9	SYAM_HUMAN	AARS2	Alanine--tRNA ligase, mitochondrial	9.65452e+06
Q5JU85	IQEC2_HUMAN	IQSEC2	IQ motif and SEC7 domain-containing protein 2	3.8088e+06
Q5JVF3	PCID2_HUMAN	PCID2	PCI domain-containing protein 2	1.16111e+06
Q5JWF2	GNAS1_HUMAN	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	4.04286e+07
Q5JWR5	DOP1_HUMAN	DOP1A	Protein dopey-1	1.15948e+07
Q5JY77	GASP1_HUMAN	GPRASP1	G-protein coupled receptor-associated sorting protein 1	7.80008e+07
Q5K4L6	S27A3_HUMAN	SLC27A3	Long-chain fatty acid transport protein 3	2.542e+06
Q5K651	SAMD9_HUMAN	SAMD9	Sterile alpha motif domain-containing protein 9	9.45308e+06
Q5M775	CYTSB_HUMAN	SPECC1	Cytospin-B	2.55092e+07
Q5MNZ6	WIPI3_HUMAN	WDR45B	WD repeat domain phosphoinositide-interacting protein 3	1.25698e+07
Q5NDL2	EOGT_HUMAN	EOGT	EGF domain-specific O-linked N-acetylglucosamine transferase	1.98478e+06
Q5NUL3	FFAR4_HUMAN	FFAR4	Free fatty acid receptor 4	7.05202e+06
Q5PRF9	SMAG2_HUMAN	SAMD4B	Protein Smaug homolog 2	1.71999e+06
Q5QJ74	TBCEL_HUMAN	TBCEL	Tubulin-specific chaperone cofactor E-like protein	1.76065e+06
Q5QJE6	TDIF2_HUMAN	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2	2.44802e+06
Q5R3I4	TTC38_HUMAN	TTC38	Tetratricopeptide repeat protein 38	1.18528e+07
Q5RKV6	EXOS6_HUMAN	EXOSC6	Exosome complex component MTR3	5.06475e+06
Q5SQI0	ATAT_HUMAN	ATAT1	Alpha-tubulin N-acetyltransferase 1	2.52646e+06
Q5SRE5	NU188_HUMAN	NUP188	Nucleoporin NUP188	1.0901e+07
Q5SSJ5	HP1B3_HUMAN	HP1BP3	Heterochromatin protein 1-binding protein 3	7.41548e+07
Q5SW79	CE170_HUMAN	CEP170	Centrosomal protein of 170 kDa	5.57656e+06
Q5SWX8	ODR4_HUMAN	ODR4	Protein odr-4 homolog	4.44867e+06
Q5SXH7	PKHS1_HUMAN	PLEKHS1	Pleckstrin homology domain-containing family S member 1	3.5076e+07
Q5SY16	NOL9_HUMAN	NOL9	Polynucleotide 5'-hydroxyl-kinase NOL9	5.03591e+06
Q5T013	HYI_HUMAN	HYI	Putative hydroxypyruvate isomerase	2.91725e+07
Q5T0D9	TPRGL_HUMAN	TPRG1L	Tumor protein p63-regulated gene 1-like protein	1.28305e+06
Q5T0F9	C2D1B_HUMAN	CC2D1B	Coiled-coil and C2 domain-containing protein 1B	1.96217e+07
Q5T0N5	FBP1L_HUMAN	FNBP1L	Formin-binding protein 1-like	1.0429e+07
Q5T0W9	FA83B_HUMAN	FAM83B	Protein FAM83B	4.962e+06
Q5T0Z8	CF132_HUMAN	C6orf132	Uncharacterized protein C6orf132	2.09358e+06
Q5T1M5	FKB15_HUMAN	FKBP15	FK506-binding protein 15	1.23888e+07
Q5T2E6	ARMD3_HUMAN	ARMH3	Armadillo-like helical domain-containing protein 3	9.81886e+06
Q5T440	CAF17_HUMAN	IBA57	Putative transferase CAF17, mitochondrial	6.45407e+06
Q5T447	HECD3_HUMAN	HECTD3	E3 ubiquitin-protein ligase HECTD3	1.42989e+07
Q5T4S7	UBR4_HUMAN	UBR4	E3 ubiquitin-protein ligase UBR4	1.6387e+07
Q5T5C0	STXB5_HUMAN	STXBP5	Syntaxin-binding protein 5	8.33209e+06
Q5T5P2	SKT_HUMAN	KIAA1217	Sickle tail protein homolog	1.91954e+07
Q5T653	RM02_HUMAN	MRPL2	Large ribosomal subunit protein uL2m	5.49431e+06
Q5T6F2	UBAP2_HUMAN	UBAP2	Ubiquitin-associated protein 2	5.40342e+06
Q5T6V5	QNG1_HUMAN	QNG1	Queuosine 5'-phosphate N-glycosylase/hydrolase	6.78762e+06
Q5T764	IFT1B_HUMAN	IFIT1B	Interferon-induced protein with tetratricopeptide repeats 1B	8.59983e+06
Q5T7W0	ZN618_HUMAN	ZNF618	Zinc finger protein 618	3.55713e+06
Q5T8D3	ACBD5_HUMAN	ACBD5	Acyl-CoA-binding domain-containing protein 5	7.67552e+06
Q5T8P6	RBM26_HUMAN	RBM26	RNA-binding protein 26	8.91992e+06
Q5TA45	INT11_HUMAN	INTS11	Integrator complex subunit 11	5.61465e+06
Q5TAQ9	DCAF8_HUMAN	DCAF8	DDB1- and CUL4-associated factor 8	3.41841e+06
Q5TBC7	B2L15_HUMAN	BCL2L15	Bcl-2-like protein 15	6.78484e+06
Q5TC12	ATPF1_HUMAN	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	1.03312e+06
Q5TC82	RC3H1_HUMAN	RC3H1	Roquin-1	3.23258e+06
Q5TCY1	TTBK1_HUMAN	TTBK1	Tau-tubulin kinase 1	2.43831e+06
Q5TDH0	DDI2_HUMAN	DDI2	Protein DDI1 homolog 2	8.72633e+06
Q5TEJ8	THMS2_HUMAN	THEMIS2	Protein THEMIS2	2.22207e+06
Q5TFE4	NT5D1_HUMAN	NT5DC1	5'-nucleotidase domain-containing protein 1	1.24444e+07
Q5TGY3	AHDC1_HUMAN	AHDC1	Transcription factor Gibbin	1.47557e+06
Q5THK1	PR14L_HUMAN	PRR14L	Protein PRR14L	3.93483e+06
Q5TZA2	CROCC_HUMAN	CROCC	Rootletin	2.0574e+06
Q5U5X0	LYRM7_HUMAN	LYRM7	Complex III assembly factor LYRM7	3.46755e+06
Q5U651	RAIN_HUMAN	RASIP1	Ras-interacting protein 1	6.1678e+06
Q5UCC4	EMC10_HUMAN	EMC10	ER membrane protein complex subunit 10	1.19567e+07
Q5UIP0	RIF1_HUMAN	RIF1	Telomere-associated protein RIF1	362125
Q5VIR6	VPS53_HUMAN	VPS53	Vacuolar protein sorting-associated protein 53 homolog	6.34214e+06
Q5VSL9	STRP1_HUMAN	STRIP1	Striatin-interacting protein 1	3.36134e+06
Q5VT25	MRCKA_HUMAN	CDC42BPA	Serine/threonine-protein kinase MRCK alpha	3.13292e+06
Q5VT52	RPRD2_HUMAN	RPRD2	Regulation of nuclear pre-mRNA domain-containing protein 2	8.78739e+06
Q5VT66	MARC1_HUMAN	MTARC1	Mitochondrial amidoxime-reducing component 1	584921
Q5VTB9	RN220_HUMAN	RNF220	E3 ubiquitin-protein ligase RNF220	3.53572e+06
Q5VTL8	PR38B_HUMAN	PRPF38B	Pre-mRNA-splicing factor 38B	9.06571e+06
Q5VTR2	BRE1A_HUMAN	RNF20	E3 ubiquitin-protein ligase BRE1A	8.60134e+06
Q5VU43	MYOME_HUMAN	PDE4DIP	Myomegalin	9.40935e+06
Q5VV41	ARHGG_HUMAN	ARHGEF16	Rho guanine nucleotide exchange factor 16	9.86395e+06
Q5VV42	CDKAL_HUMAN	CDKAL1	Threonylcarbamoyladenosine tRNA methylthiotransferase	2.11137e+06
Q5VW32	BROX_HUMAN	BROX	BRO1 domain-containing protein BROX	1.33218e+07
Q5VW36	FOCAD_HUMAN	FOCAD	Focadhesin	411659
Q5VWQ8	DAB2P_HUMAN	DAB2IP	Disabled homolog 2-interacting protein	7.7099e+06
Q5VWZ2	LYPL1_HUMAN	LYPLAL1	Lysophospholipase-like protein 1	1.41315e+07
Q5VYK3	ECM29_HUMAN	ECPAS	Proteasome adapter and scaffold protein ECM29	2.06904e+07
Q5VYY1	ANR22_HUMAN	ANKRD22	Ankyrin repeat domain-containing protein 22	2.6096e+06
Q5VZ89	DEN4C_HUMAN	DENND4C	DENN domain-containing protein 4C	3.69528e+06
Q5VZK9	CARL1_HUMAN	CARMIL1	F-actin-uncapping protein LRRC16A	1.375e+07
Q5W0V3	FHI2A_HUMAN	FHIP2A	FHF complex subunit HOOK interacting protein 2A	6.19411e+06
Q5W0Z9	ZDH20_HUMAN	ZDHHC20	Palmitoyltransferase ZDHHC20	1.46438e+06
Q5XPI4	RN123_HUMAN	RNF123	E3 ubiquitin-protein ligase RNF123	3.19181e+06
Q5ZPR3	CD276_HUMAN	CD276	CD276 antigen	4.35688e+06
Q629K1	TRIQK_HUMAN	TRIQK	Triple QxxK/R motif-containing protein	1.02466e+07
Q63HN8	RN213_HUMAN	RNF213	E3 ubiquitin-protein ligase RNF213	2.4331e+07
Q63HR2	TENS2_HUMAN	TNS2	Tensin-2	6.95992e+06
Q63ZY3	KANK2_HUMAN	KANK2	KN motif and ankyrin repeat domain-containing protein 2	2.22758e+07
Q641Q2	WAC2A_HUMAN	WASHC2A	WASH complex subunit 2A	1.88989e+07
Q643R3	LPCT4_HUMAN	LPCAT4	Lysophospholipid acyltransferase LPCAT4	3.24183e+06
Q64LD2	WDR25_HUMAN	WDR25	WD repeat-containing protein 25	5.56199e+07
Q658Y4	F91A1_HUMAN	FAM91A1	Protein FAM91A1	8.83556e+06
Q659C4	LAR1B_HUMAN	LARP1B	La-related protein 1B	2.39436e+06
Q66K14	TBC9B_HUMAN	TBC1D9B	TBC1 domain family member 9B	2.04112e+07
Q66K74	MAP1S_HUMAN	MAP1S	Microtubule-associated protein 1S	6.3021e+07
Q66K79	CBPZ_HUMAN	CPZ	Carboxypeptidase Z	5.46923e+07
Q66PJ3	AR6P4_HUMAN	ARL6IP4	ADP-ribosylation factor-like protein 6-interacting protein 4	1.47864e+07
Q676U5	A16L1_HUMAN	ATG16L1	Autophagy-related protein 16-1	9.54383e+06
Q68CP9	ARID2_HUMAN	ARID2	AT-rich interactive domain-containing protein 2	1.58548e+06
Q68CQ4	UTP25_HUMAN	UTP25	U3 small nucleolar RNA-associated protein 25 homolog	1.34216e+06
Q68CQ7	GL8D1_HUMAN	GLT8D1	Glycosyltransferase 8 domain-containing protein 1	6.26776e+06
Q68CZ2	TENS3_HUMAN	TNS3	Tensin-3	3.44315e+07
Q68D91	MBLC2_HUMAN	MBLAC2	Acyl-coenzyme A thioesterase MBLAC2	1.32829e+06
Q68DH5	LMBD2_HUMAN	LMBRD2	G-protein coupled receptor-associated protein LMBRD2	2.66359e+06
Q68DQ2	CRBG3_HUMAN	CRYBG3	Very large A-kinase anchor protein	4.73123e+06
Q68DU8	KCD16_HUMAN	KCTD16	BTB/POZ domain-containing protein KCTD16	1.30702e+07
Q68E01	INT3_HUMAN	INTS3	Integrator complex subunit 3	4.82744e+06
Q68EM7	RHG17_HUMAN	ARHGAP17	Rho GTPase-activating protein 17	1.23562e+07
Q69YL0	NCAS2_HUMAN	NCBP2AS2	Protein NCBP2AS2	1.26278e+06
Q69YN2	C19L1_HUMAN	CWF19L1	CWF19-like protein 1	6.62688e+06
Q69YN4	VIR_HUMAN	VIRMA	Protein virilizer homolog	3.73863e+06
Q69YQ0	CYTSA_HUMAN	SPECC1L	Cytospin-A	1.00884e+07
Q6AHZ1	Z518A_HUMAN	ZNF518A	Zinc finger protein 518A	1.2189e+08
Q6BDS2	BLT3A_HUMAN	BLTP3A	Bridge-like lipid transfer protein family member 3A	4.42738e+08
Q6DD87	ZN787_HUMAN	ZNF787	Zinc finger protein 787	3.96749e+06
Q6DD88	ATLA3_HUMAN	ATL3	Atlastin-3	2.27076e+07
Q6DKI1	RL7L_HUMAN	RPL7L1	Ribosomal protein uL30-like	1.03996e+07
Q6DKJ4	NXN_HUMAN	NXN	Nucleoredoxin	6.53068e+06
Q6DKK2	TTC19_HUMAN	TTC19	Tetratricopeptide repeat protein 19, mitochondrial	2.22611e+06
Q6DN03	H2B2C_HUMAN	H2BC20P	Putative histone H2B type 2-C	8.37901e+07
Q6DN90	IQEC1_HUMAN	IQSEC1	IQ motif and SEC7 domain-containing protein 1	6.45258e+06
Q6DT37	MRCKG_HUMAN	CDC42BPG	Serine/threonine-protein kinase MRCK gamma	1.23722e+06
Q6EEV4	GL1AD_HUMAN	POLR2M	DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5	6.68756e+06
Q6FI13	H2A2A_HUMAN	H2AC18	Histone H2A type 2-A	1.45525e+10
Q6FI81	CPIN1_HUMAN	CIAPIN1	Anamorsin	1.43018e+07
Q6GMV2	SMYD5_HUMAN	SMYD5	Histone-lysine N-trimethyltransferase SMYD5	5.41245e+06
Q6GMV3	PTRD1_HUMAN	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1	6.46804e+06
Q6GQQ9	OTU7B_HUMAN	OTUD7B	OTU domain-containing protein 7B	1.86964e+07
Q6GTX8	LAIR1_HUMAN	LAIR1	Leukocyte-associated immunoglobulin-like receptor 1	5.77023e+06
Q6GYQ0	RGPA1_HUMAN	RALGAPA1	Ral GTPase-activating protein subunit alpha-1	2.48944e+06
Q6H9L7	ISM2_HUMAN	ISM2	Isthmin-2	1.26742e+07
Q6I9Y2	THOC7_HUMAN	THOC7	THO complex subunit 7 homolog	6.71674e+06
Q6IA17	SIGIR_HUMAN	SIGIRR	Single Ig IL-1-related receptor	4.71361e+06
Q6IA69	NADE_HUMAN	NADSYN1	Glutamine-dependent NAD(+) synthetase	4.53008e+06
Q6IA86	ELP2_HUMAN	ELP2	Elongator complex protein 2	9.58226e+06
Q6IAA8	LTOR1_HUMAN	LAMTOR1	Ragulator complex protein LAMTOR1	2.10517e+07
Q6IAN0	DRS7B_HUMAN	DHRS7B	Dehydrogenase/reductase SDR family member 7B	8.59547e+06
Q6IBS0	TWF2_HUMAN	TWF2	Twinfilin-2	2.67807e+07
Q6IC98	GRAM4_HUMAN	GRAMD4	GRAM domain-containing protein 4	8.65959e+06
Q6ICG6	K0930_HUMAN	KIAA0930	Uncharacterized protein KIAA0930	6.08634e+06
Q6ICL3	TNG2_HUMAN	TANGO2	Transport and Golgi organization protein 2 homolog	6.43593e+06
Q6IN85	P4R3A_HUMAN	PPP4R3A	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	1.57028e+07
Q6IQ20	NAPEP_HUMAN	NAPEPLD	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	7.47283e+06
Q6IQ22	RAB12_HUMAN	RAB12	Ras-related protein Rab-12	2.19584e+07
Q6IQ23	PKHA7_HUMAN	PLEKHA7	Pleckstrin homology domain-containing family A member 7	1.41593e+07
Q6IQ32	ADNP2_HUMAN	ADNP2	Activity-dependent neuroprotector homeobox protein 2	2.89681e+06
Q6IQ49	SDE2_HUMAN	SDE2	Splicing regulator SDE2	1.74248e+06
Q6IWH7	ANO7_HUMAN	ANO7	Anoctamin-7	3.06859e+07
Q6JBY9	CPZIP_HUMAN	RCSD1	CapZ-interacting protein	3.8489e+06
Q6JQN1	ACD10_HUMAN	ACAD10	Acyl-CoA dehydrogenase family member 10	3.85029e+06
Q6KC79	NIPBL_HUMAN	NIPBL	Nipped-B-like protein	1.84956e+07
Q6KCM7	SCMC2_HUMAN	SLC25A25	Mitochondrial adenyl nucleotide antiporter SLC25A25	1.29156e+07
Q6L8Q7	PDE12_HUMAN	PDE12	2',5'-phosphodiesterase 12	1.60923e+07
Q6NSJ0	MYORG_HUMAN	MYORG	Myogenesis-regulating glycosidase	2.10649e+07
Q6NUI6	CHADL_HUMAN	CHADL	Chondroadherin-like protein	1.55094e+07
