Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20201002yuanch_Connie_TCPA_60minDIA_b4-4.mzML
Q6P4F2	FDX2_HUMAN	FDX2	Ferredoxin-2, mitochondrial	5.6163e+06
Q6P4I2	WDR73_HUMAN	WDR73	WD repeat-containing protein 73	3.85257e+06
Q6P4R8	NFRKB_HUMAN	NFRKB	Nuclear factor related to kappa-B-binding protein	2.31115e+06
Q6P587	FAHD1_HUMAN	FAHD1	Acylpyruvase FAHD1, mitochondrial	2.53378e+07
Q6P6C2	ALKB5_HUMAN	ALKBH5	RNA demethylase ALKBH5	5.54441e+06
Q6P996	PDXD1_HUMAN	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1	1.96785e+07
Q6P9B6	MEAK7_HUMAN	MEAK7	MTOR-associated protein MEAK7	2.74576e+07
Q6P9B9	INT5_HUMAN	INTS5	Integrator complex subunit 5	1.44661e+07
Q6PCB0	VWA1_HUMAN	VWA1	von Willebrand factor A domain-containing protein 1	4.52137e+07
Q6PCB7	S27A1_HUMAN	SLC27A1	Long-chain fatty acid transport protein 1	3.34676e+06
Q6PCE3	PGM2L_HUMAN	PGM2L1	Glucose 1,6-bisphosphate synthase	2.54295e+07
Q6PD62	CTR9_HUMAN	CTR9	RNA polymerase-associated protein CTR9 homolog	1.10496e+07
Q6PD74	AAGAB_HUMAN	AAGAB	Alpha- and gamma-adaptin-binding protein p34	4.06465e+06
Q6PGP7	SKI3_HUMAN	SKIC3	Superkiller complex protein 3	1.90293e+07
Q6PHR2	ULK3_HUMAN	ULK3	Serine/threonine-protein kinase ULK3	699306
Q6PI47	KCD18_HUMAN	KCTD18	BTB/POZ domain-containing protein KCTD18	1.55345e+07
Q6PI48	SYDM_HUMAN	DARS2	Aspartate--tRNA ligase, mitochondrial	1.60257e+07
Q6PI78	TMM65_HUMAN	TMEM65	Transmembrane protein 65	4.95979e+06
Q6PIF6	MYO7B_HUMAN	MYO7B	Unconventional myosin-VIIb	3.66558e+06
Q6PIU2	NCEH1_HUMAN	NCEH1	Neutral cholesterol ester hydrolase 1	5.7416e+06
Q6PJ69	TRI65_HUMAN	TRIM65	E3 ubiquitin-protein ligase TRIM65	3.47254e+06
Q6PJG2	MDEAS_HUMAN	MIDEAS	Mitotic deacetylase-associated SANT domain protein	1.55642e+07
Q6PJG6	BRAT1_HUMAN	BRAT1	BRCA1-associated ATM activator 1	4.00232e+06
Q6PJT7	ZC3HE_HUMAN	ZC3H14	Zinc finger CCCH domain-containing protein 14	1.6483e+07
Q6PK18	OGFD3_HUMAN	OGFOD3	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3	5.53174e+06
Q6PKG0	LARP1_HUMAN	LARP1	La-related protein 1	2.95653e+07
Q6PL18	ATAD2_HUMAN	ATAD2	ATPase family AAA domain-containing protein 2	9.24774e+06
Q6PML9	ZNT9_HUMAN	SLC30A9	Proton-coupled zinc antiporter SLC30A9, mitochondrial	6.80877e+06
Q6QNY0	BL1S3_HUMAN	BLOC1S3	Biogenesis of lysosome-related organelles complex 1 subunit 3	8.05811e+06
Q6RFH5	WDR74_HUMAN	WDR74	WD repeat-containing protein 74	4.51697e+06
Q6SPF0	SAMD1_HUMAN	SAMD1	Sterile alpha motif domain-containing protein 1	9.27783e+06
Q6STE5	SMRD3_HUMAN	SMARCD3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3	1.3538e+07
Q6SZW1	SARM1_HUMAN	SARM1	NAD(+) hydrolase SARM1	1.70389e+07
Q6UB28	MAP12_HUMAN	METAP1D	Methionine aminopeptidase 1D, mitochondrial	1.50723e+06
Q6UB35	C1TM_HUMAN	MTHFD1L	Monofunctional C1-tetrahydrofolate synthase, mitochondrial	686670
Q6UB98	ANR12_HUMAN	ANKRD12	Ankyrin repeat domain-containing protein 12	7.0187e+07
Q6ULP2	AFTIN_HUMAN	AFTPH	Aftiphilin	2.78454e+06
Q6UN15	FIP1_HUMAN	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1	2.75388e+07
Q6UUV7	CRTC3_HUMAN	CRTC3	CREB-regulated transcription coactivator 3	8.01227e+06
Q6UUV9	CRTC1_HUMAN	CRTC1	CREB-regulated transcription coactivator 1	9.98864e+06
Q6UVK1	CSPG4_HUMAN	CSPG4	Chondroitin sulfate proteoglycan 4	3.20567e+07
Q6UVY6	MOXD1_HUMAN	MOXD1	DBH-like monooxygenase protein 1	4.83451e+06
Q6UW02	CP20A_HUMAN	CYP20A1	Cytochrome P450 20A1	1.33115e+07
Q6UW63	PLGT2_HUMAN	POGLUT2	Protein O-glucosyltransferase 2	3.29043e+06
Q6UW68	TM205_HUMAN	TMEM205	Transmembrane protein 205	2.23201e+07
Q6UWH4	GAK1B_HUMAN	GASK1B	Golgi-associated kinase 1B	2.30803e+07
Q6UWP7	LCLT1_HUMAN	LCLAT1	Lysocardiolipin acyltransferase 1	1.29552e+07
Q6UWR7	ENPP6_HUMAN	ENPP6	Glycerophosphocholine cholinephosphodiesterase ENPP6	7.47551e+07
Q6UWY0	ARSK_HUMAN	ARSK	Arylsulfatase K	1.24073e+06
Q6UWY5	OLFL1_HUMAN	OLFML1	Olfactomedin-like protein 1	8.96531e+07
Q6UX04	CWC27_HUMAN	CWC27	Spliceosome-associated protein CWC27 homolog	3.12055e+07
Q6UX46	ALKL2_HUMAN	ALKAL2	ALK and LTK ligand 2	2.08364e+06
Q6UX71	PXDC2_HUMAN	PLXDC2	Plexin domain-containing protein 2	4.59061e+06
Q6UXH9	PAMR1_HUMAN	PAMR1	Inactive serine protease PAMR1	1.8031e+07
Q6UXI7	VITRN_HUMAN	VIT	Vitrin	4.13642e+07
Q6UXK2	ISLR2_HUMAN	ISLR2	Immunoglobulin superfamily containing leucine-rich repeat protein 2	2.45358e+06
Q6UXN9	WDR82_HUMAN	WDR82	WD repeat-containing protein 82	1.60683e+07
Q6UXV4	MIC27_HUMAN	APOOL	MICOS complex subunit MIC27	3.09909e+06
Q6UY14	ATL4_HUMAN	ADAMTSL4	ADAMTS-like protein 4	569555
Q6VY07	PACS1_HUMAN	PACS1	Phosphofurin acidic cluster sorting protein 1	1.19963e+07
Q6W2J9	BCOR_HUMAN	BCOR	BCL-6 corepressor	1.48783e+07
Q6WCQ1	MPRIP_HUMAN	MPRIP	Myosin phosphatase Rho-interacting protein	1.2847e+07
Q6XQN6	PNCB_HUMAN	NAPRT	Nicotinate phosphoribosyltransferase	8.54808e+06
Q6Y288	B3GLT_HUMAN	B3GLCT	Beta-1,3-glucosyltransferase	1.10267e+07
Q6Y7W6	GGYF2_HUMAN	GIGYF2	GRB10-interacting GYF protein 2	2.20846e+08
Q6YHK3	CD109_HUMAN	CD109	CD109 antigen	3.76356e+06
Q6YHU6	THADA_HUMAN	THADA	tRNA (32-2'-O)-methyltransferase regulator THADA	3.51103e+06
Q6YN16	HSDL2_HUMAN	HSDL2	Hydroxysteroid dehydrogenase-like protein 2	2.26484e+06
Q6YP21	KAT3_HUMAN	KYAT3	Kynurenine--oxoglutarate transaminase 3	5.66864e+07
Q6ZMG9	CERS6_HUMAN	CERS6	Ceramide synthase 6	6.31478e+06
Q6ZMI0	PPR21_HUMAN	PPP1R21	Protein phosphatase 1 regulatory subunit 21	1.13158e+07
Q6ZMK1				5.32599e+06
Q6ZMP0	THSD4_HUMAN	THSD4	Thrombospondin type-1 domain-containing protein 4	1.01882e+07
Q6ZMU5	TRI72_HUMAN	TRIM72	Tripartite motif-containing protein 72	1.52506e+08
Q6ZMZ3	SYNE3_HUMAN	SYNE3	Nesprin-3	1.33095e+08
Q6ZN30	BNC2_HUMAN	BNC2	Zinc finger protein basonuclin-2	3.73448e+06
Q6ZN55	ZN574_HUMAN	ZNF574	Zinc finger protein 574	2.22418e+06
Q6ZPD9	D19L3_HUMAN	DPY19L3	Probable C-mannosyltransferase DPY19L3	1.32958e+07
Q6ZRP7	QSOX2_HUMAN	QSOX2	Sulfhydryl oxidase 2	1.12736e+06
Q6ZS17	RIPR1_HUMAN	RIPOR1	Rho family-interacting cell polarization regulator 1	2.14109e+06
Q6ZSR9	YJ005_HUMAN		Uncharacterized protein FLJ45252	1.2953e+07
Q6ZSZ5	ARHGI_HUMAN	ARHGEF18	Rho guanine nucleotide exchange factor 18	1.85713e+06
Q6ZT12	UBR3_HUMAN	UBR3	E3 ubiquitin-protein ligase UBR3	3.9248e+06
Q6ZT21	TMPPE_HUMAN	TMPPE	Transmembrane protein with metallophosphoesterase domain	3.38294e+06
Q6ZT62	BGIN_HUMAN	BARGIN	Bargin	3.04104e+06
Q6ZUJ8	BCAP_HUMAN	PIK3AP1	Phosphoinositide 3-kinase adapter protein 1	1.56854e+06
Q6ZW31	SYDE1_HUMAN	SYDE1	Rho GTPase-activating protein SYDE1	327132
Q6ZW49	PAXI1_HUMAN	PAXIP1	PAX-interacting protein 1	1.10129e+07
Q6ZWT7	MBOA2_HUMAN	MBOAT2	Lysophospholipid acyltransferase 2	1.92323e+06
Q6ZXV5	TMTC3_HUMAN	TMTC3	Protein O-mannosyl-transferase TMTC3	1.35831e+07
Q709C8	VP13C_HUMAN	VPS13C	Intermembrane lipid transfer protein VPS13C	4.8689e+07
Q70CQ2	UBP34_HUMAN	USP34	Ubiquitin carboxyl-terminal hydrolase 34	1.15352e+07
Q70E73	RAPH1_HUMAN	RAPH1	Ras-associated and pleckstrin homology domains-containing protein 1	1.20519e+07
Q70EL1	UBP54_HUMAN	USP54	Inactive ubiquitin carboxyl-terminal hydrolase 54	1.41846e+06
Q70IA6	MOB2_HUMAN	MOB2	MOB kinase activator 2	4.45413e+06
Q70UQ0	IKIP_HUMAN	IKBIP	Inhibitor of nuclear factor kappa-B kinase-interacting protein	2.09581e+07
Q712K3	UB2R2_HUMAN	UBE2R2	Ubiquitin-conjugating enzyme E2 R2	9.609e+06
Q719H9	KCTD1_HUMAN	KCTD1	BTB/POZ domain-containing protein KCTD1	8.25839e+06
Q71U36	TBA1A_HUMAN	TUBA1A	Tubulin alpha-1A chain	3.35684e+06
Q71UM5	RS27L_HUMAN	RPS27L	Ribosomal protein eS27-like	3.33603e+07
Q75T13	PGAP1_HUMAN	PGAP1	GPI inositol-deacylase	2.56318e+06
Q76M96	CCD80_HUMAN	CCDC80	Coiled-coil domain-containing protein 80	3.0294e+06
Q7KYR7	BT2A1_HUMAN	BTN2A1	Butyrophilin subfamily 2 member A1	2.0154e+06
Q7KZ85	SPT6H_HUMAN	SUPT6H	Transcription elongation factor SPT6	4.79409e+07
Q7KZF4	SND1_HUMAN	SND1	Staphylococcal nuclease domain-containing protein 1	1.2924e+08
Q7KZI7	MARK2_HUMAN	MARK2	Serine/threonine-protein kinase MARK2	8.3383e+06
Q7L014	DDX46_HUMAN	DDX46	Probable ATP-dependent RNA helicase DDX46	2.88618e+07
Q7L099	RUFY3_HUMAN	RUFY3	Protein RUFY3	4.2363e+06
Q7L0X0	TRIL_HUMAN	TRIL	TLR4 interactor with leucine rich repeats	8.00793e+06
Q7L0Y3	TM10C_HUMAN	TRMT10C	tRNA methyltransferase 10 homolog C	8.25577e+06
Q7L1Q6	5MP2_HUMAN	BZW1	eIF5-mimic protein 2	5.33959e+07
Q7L2E3	DHX30_HUMAN	DHX30	ATP-dependent RNA helicase DHX30	3.89046e+08
Q7L2H7	EIF3M_HUMAN	EIF3M	Eukaryotic translation initiation factor 3 subunit M	1.96814e+07
Q7L2J0	MEPCE_HUMAN	MEPCE	7SK snRNA methylphosphate capping enzyme	9.27231e+06
Q7L311	ARMX2_HUMAN	ARMCX2	Armadillo repeat-containing X-linked protein 2	5.79984e+06
Q7L3T8	SYPM_HUMAN	PARS2	Probable proline--tRNA ligase, mitochondrial	1.17526e+07
Q7L4I2	RSRC2_HUMAN	RSRC2	Arginine/serine-rich coiled-coil protein 2	5.18161e+07
Q7L523	RRAGA_HUMAN	RRAGA	Ras-related GTP-binding protein A	1.82841e+07
Q7L576	CYFP1_HUMAN	CYFIP1	Cytoplasmic FMR1-interacting protein 1	5.87359e+07
Q7L592	NDUF7_HUMAN	NDUFAF7	Protein arginine methyltransferase NDUFAF7, mitochondrial	1.75484e+06
Q7L5D6	GET4_HUMAN	GET4	Golgi to ER traffic protein 4 homolog	2.16698e+07
Q7L5N1	CSN6_HUMAN	COPS6	COP9 signalosome complex subunit 6	3.195e+07
Q7L5Y9	MAEA_HUMAN	MAEA	E3 ubiquitin-protein transferase MAEA	2.56643e+06
Q7L775	EPMIP_HUMAN	EPM2AIP1	EPM2A-interacting protein 1	2.5374e+07
Q7L7X3	TAOK1_HUMAN	TAOK1	Serine/threonine-protein kinase TAO1	1.98355e+06
Q7L8L6	FAKD5_HUMAN	FASTKD5	FAST kinase domain-containing protein 5, mitochondrial	4.50459e+06
Q7LBC6	KDM3B_HUMAN	KDM3B	Lysine-specific demethylase 3B	1.16522e+08
Q7LBR1	CHM1B_HUMAN	CHMP1B	Charged multivesicular body protein 1b	1.4822e+07
Q7RTP6	MICA3_HUMAN	MICAL3	[F-actin]-monooxygenase MICAL3	6.39949e+06
Q7RTV0	PHF5A_HUMAN	PHF5A	PHD finger-like domain-containing protein 5A	4.84738e+07
Q7RTV5	PXL2C_HUMAN	PRXL2C	Peroxiredoxin-like 2C	518663
Q7Z2T5	TRM1L_HUMAN	TRMT1L	TRMT1-like protein	5.36808e+06
Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	9.71083e+06
Q7Z2Z2	EFL1_HUMAN	EFL1	Elongation factor-like GTPase 1	5.05833e+06
Q7Z304	MAMC2_HUMAN	MAMDC2	MAM domain-containing protein 2	7.23394e+06
Q7Z388	D19L4_HUMAN	DPY19L4	Probable C-mannosyltransferase DPY19L4	1.40106e+07
Q7Z392	TPC11_HUMAN	TRAPPC11	Trafficking protein particle complex subunit 11	837793
Q7Z3B1	NEGR1_HUMAN	NEGR1	Neuronal growth regulator 1	2.09015e+07
Q7Z3B4	NUP54_HUMAN	NUP54	Nucleoporin p54	1.69494e+07
Q7Z3C6	ATG9A_HUMAN	ATG9A	Autophagy-related protein 9A	9.49399e+06
Q7Z3D6	GLUCM_HUMAN	DGLUCY	D-glutamate cyclase, mitochondrial	8.68297e+06
Q7Z3K3	POGZ_HUMAN	POGZ	Pogo transposable element with ZNF domain	2.6623e+07
Q7Z3U7	MON2_HUMAN	MON2	Protein MON2 homolog	2.86894e+07
Q7Z401	MYCPP_HUMAN	DENND4A	C-myc promoter-binding protein	3.29128e+08
Q7Z406	MYH14_HUMAN	MYH14	Myosin-14	4.23407e+07
Q7Z417	NUFP2_HUMAN	NUFIP2	FMR1-interacting protein NUFIP2	3.40834e+06
Q7Z422	SZRD1_HUMAN	SZRD1	SUZ domain-containing protein 1	8.8597e+06
Q7Z434	MAVS_HUMAN	MAVS	Mitochondrial antiviral-signaling protein	3.32953e+07
Q7Z460	CLAP1_HUMAN	CLASP1	CLIP-associating protein 1	7.93955e+07
Q7Z478	DHX29_HUMAN	DHX29	ATP-dependent RNA helicase DHX29	6.43441e+06
Q7Z4G1	COMD6_HUMAN	COMMD6	COMM domain-containing protein 6	1.16425e+09
Q7Z4G4	TRM11_HUMAN	TRMT11	tRNA (guanine(10)-N2)-methyltransferase homolog	3.01103e+06
Q7Z4H3	HDDC2_HUMAN	HDDC2	5'-deoxynucleotidase HDDC2	2.42942e+07
Q7Z4H8	PLGT3_HUMAN	POGLUT3	Protein O-glucosyltransferase 3	1.83527e+07
Q7Z4Q2	HEAT3_HUMAN	HEATR3	HEAT repeat-containing protein 3	3.4824e+06
Q7Z4R8	CF120_HUMAN	C6orf120	UPF0669 protein C6orf120	2.57963e+06
Q7Z4V5	HDGR2_HUMAN	HDGFL2	Hepatoma-derived growth factor-related protein 2	8.39413e+07
Q7Z4W1	DCXR_HUMAN	DCXR	L-xylulose reductase	4.45902e+07
Q7Z569	BRAP_HUMAN	BRAP	BRCA1-associated protein	4.22622e+06
Q7Z589	EMSY_HUMAN	EMSY	BRCA2-interacting transcriptional repressor EMSY	4.79991e+06
Q7Z5G4	GOGA7_HUMAN	GOLGA7	Golgin subfamily A member 7	2.45019e+06
Q7Z5J4	RAI1_HUMAN	RAI1	Retinoic acid-induced protein 1	7.40626e+08
Q7Z5K2	WAPL_HUMAN	WAPL	Wings apart-like protein homolog	4.07194e+06
Q7Z5L7	PODN_HUMAN	PODN	Podocan	1.22524e+08
Q7Z5L9	I2BP2_HUMAN	IRF2BP2	Interferon regulatory factor 2-binding protein 2	1.4859e+07
Q7Z5N4	SDK1_HUMAN	SDK1	Protein sidekick-1	6.51966e+06
Q7Z698	SPRE2_HUMAN	SPRED2	Sprouty-related, EVH1 domain-containing protein 2	4.38111e+07
Q7Z6B0	CCD91_HUMAN	CCDC91	Coiled-coil domain-containing protein 91	2.72026e+06
Q7Z6B7	SRGP1_HUMAN	SRGAP1	SLIT-ROBO Rho GTPase-activating protein 1	2.87919e+06
Q7Z6E9	RBBP6_HUMAN	RBBP6	E3 ubiquitin-protein ligase RBBP6	5.85986e+06
Q7Z6I8	CE024_HUMAN	C5orf24	UPF0461 protein C5orf24	8.94379e+06
Q7Z6K5	ARPIN_HUMAN	ARPIN	Arpin	2.59627e+07
Q7Z6M1	RABEK_HUMAN	RABEPK	Rab9 effector protein with kelch motifs	5.36112e+06
Q7Z6Z7	HUWE1_HUMAN	HUWE1	E3 ubiquitin-protein ligase HUWE1	2.88296e+07
Q7Z739	YTHD3_HUMAN	YTHDF3	YTH domain-containing family protein 3	1.86051e+07
Q7Z7A3	CTU1_HUMAN	CTU1	Cytoplasmic tRNA 2-thiolation protein 1	3.88358e+06
Q7Z7B0	FLIP1_HUMAN	FILIP1	Filamin-A-interacting protein 1	4.68438e+06
Q7Z7G0	TARSH_HUMAN	ABI3BP	Target of Nesh-SH3	2.15764e+07
Q7Z7H5	TMED4_HUMAN	TMED4	Transmembrane emp24 domain-containing protein 4	2.33901e+07
Q7Z7K6	CENPV_HUMAN	CENPV	Centromere protein V	1.76718e+07
Q7Z7L7	ZER1_HUMAN	ZER1	Protein zer-1 homolog	6.97644e+07
Q86SK9	SCD5_HUMAN	SCD5	Stearoyl-CoA desaturase 5	1.77177e+06
Q86SQ7	SDCG8_HUMAN	SDCCAG8	Serologically defined colon cancer antigen 8	368610
Q86SR1	GLT10_HUMAN	GALNT10	Polypeptide N-acetylgalactosaminyltransferase 10	3.11795e+09
Q86SX6	GLRX5_HUMAN	GLRX5	Glutaredoxin-related protein 5, mitochondrial	2.40276e+07
Q86T24	KAISO_HUMAN	ZBTB33	Transcriptional regulator Kaiso	3.77792e+06
Q86T65	DAAM2_HUMAN	DAAM2	Disheveled-associated activator of morphogenesis 2	3.28519e+06
Q86TB9	PATL1_HUMAN	PATL1	Protein PAT1 homolog 1	1.88427e+07
Q86TG7	PEG10_HUMAN	PEG10	Retrotransposon-derived protein PEG10	5.71997e+06
Q86TI2	DPP9_HUMAN	DPP9	Dipeptidyl peptidase 9	1.34501e+07
Q86TP1	PRUN1_HUMAN	PRUNE1	Exopolyphosphatase PRUNE1	6.22879e+07
Q86TS9	RM52_HUMAN	MRPL52	Large ribosomal subunit protein mL52	2.02031e+06
Q86TU7	SETD3_HUMAN	SETD3	Actin-histidine N-methyltransferase	1.69893e+07
Q86TV6	TTC7B_HUMAN	TTC7B	Tetratricopeptide repeat protein 7B	3.87558e+06
Q86U28	ISCA2_HUMAN	ISCA2	Iron-sulfur cluster assembly 2 homolog, mitochondrial	1.13691e+07
Q86U38	NOP9_HUMAN	NOP9	Nucleolar protein 9	1.06195e+07
Q86U42	PABP2_HUMAN	PABPN1	Polyadenylate-binding protein 2	7.50881e+07
Q86U44	MTA70_HUMAN	METTL3	N6-adenosine-methyltransferase catalytic subunit	3.9108e+06
Q86U70	LDB1_HUMAN	LDB1	LIM domain-binding protein 1	1.94117e+07
Q86U86	PB1_HUMAN	PBRM1	Protein polybromo-1	1.40952e+07
Q86U90	YRDC_HUMAN	YRDC	Threonylcarbamoyl-AMP synthase	714441
Q86UA1	PRP39_HUMAN	PRPF39	Pre-mRNA-processing factor 39	5.91223e+06
Q86UD1	OAF_HUMAN	OAF	Out at first protein homolog	1.48705e+07
Q86UE4	LYRIC_HUMAN	MTDH	Protein LYRIC	3.11717e+07
Q86UE8	TLK2_HUMAN	TLK2	Serine/threonine-protein kinase tousled-like 2	5.11495e+06
Q86UK0	ABCAC_HUMAN	ABCA12	Glucosylceramide transporter ABCA12	1.75353e+08
Q86UK7	ZN598_HUMAN	ZNF598	E3 ubiquitin-protein ligase ZNF598	2.73284e+06
Q86UP2	KTN1_HUMAN	KTN1	Kinectin	4.53655e+07
Q86US8	EST1A_HUMAN	SMG6	Telomerase-binding protein EST1A	8.38038e+06
Q86UT6	NLRX1_HUMAN	NLRX1	NLR family member X1	1.48978e+06
Q86UU1	PHLB1_HUMAN	PHLDB1	Pleckstrin homology-like domain family B member 1	1.34678e+07
Q86UV5	UBP48_HUMAN	USP48	Ubiquitin carboxyl-terminal hydrolase 48	7.03096e+06
Q86UX2	ITIH5_HUMAN	ITIH5	Inter-alpha-trypsin inhibitor heavy chain H5	9.5771e+07
Q86UX6	ST32C_HUMAN	STK32C	Serine/threonine-protein kinase 32C	5.24267e+06
Q86UX7	URP2_HUMAN	FERMT3	Fermitin family homolog 3	6.31263e+06
Q86V21	AACS_HUMAN	AACS	Acetoacetyl-CoA synthetase	2.4101e+06
Q86V59	PNM8A_HUMAN	PNMA8A	Paraneoplastic antigen-like protein 8A	4.93495e+06
Q86V81	THOC4_HUMAN	ALYREF	THO complex subunit 4	2.00997e+08
Q86V88	MGDP1_HUMAN	MDP1	Magnesium-dependent phosphatase 1	9.51226e+06
Q86V97	KBTB6_HUMAN	KBTBD6	Kelch repeat and BTB domain-containing protein 6	330112
Q86VE3	SATL1_HUMAN	SATL1	Spermidine/spermine N(1)-acetyltransferase-like protein 1	6.20373e+07
Q86VM9	ZCH18_HUMAN	ZC3H18	Zinc finger CCCH domain-containing protein 18	8.70944e+06
Q86VN1	VPS36_HUMAN	VPS36	Vacuolar protein-sorting-associated protein 36	8.04075e+06
Q86VP1	TAXB1_HUMAN	TAX1BP1	Tax1-binding protein 1	4.47778e+06
Q86VP3	PACS2_HUMAN	PACS2	Phosphofurin acidic cluster sorting protein 2	4.77736e+06
Q86VP6	CAND1_HUMAN	CAND1	Cullin-associated NEDD8-dissociated protein 1	1.20328e+08
Q86VR8	FJX1_HUMAN	FJX1	Four-jointed box protein 1	1.32478e+07
Q86VS8	HOOK3_HUMAN	HOOK3	Protein Hook homolog 3	6.71233e+06
Q86VW0	SESD1_HUMAN	SESTD1	SEC14 domain and spectrin repeat-containing protein 1	2.96258e+07
Q86VX2	COMD7_HUMAN	COMMD7	COMM domain-containing protein 7	2.30283e+07
Q86VY4	TSYL5_HUMAN	TSPYL5	Testis-specific Y-encoded-like protein 5	2.24232e+07
Q86W42	THOC6_HUMAN	THOC6	THO complex subunit 6 homolog	8.92886e+06
Q86W50	MET16_HUMAN	METTL16	RNA N6-adenosine-methyltransferase METTL16	6.13821e+06
Q86W92	LIPB1_HUMAN	PPFIBP1	Liprin-beta-1	1.42975e+07
Q86WA6	BPHL_HUMAN	BPHL	Valacyclovir hydrolase	5.70468e+06
Q86WB0	ZC3C1_HUMAN	ZC3HC1	Zinc finger C3HC-type protein 1	1.15384e+07
Q86WG5	MTMRD_HUMAN	SBF2	Myotubularin-related protein 13	1.62833e+06
Q86WJ1	CHD1L_HUMAN	CHD1L	Chromodomain-helicase-DNA-binding protein 1-like	9.51489e+06
Q86WQ0	NR2CA_HUMAN	NR2C2AP	Nuclear receptor 2C2-associated protein	6.63559e+06
Q86WR0	CCD25_HUMAN	CCDC25	Coiled-coil domain-containing protein 25	1.70581e+07
Q86WX3	AROS_HUMAN	RPS19BP1	Active regulator of SIRT1	1.38861e+07
Q86X10	RLGPB_HUMAN	RALGAPB	Ral GTPase-activating protein subunit beta	1.9741e+06
Q86X52	CHSS1_HUMAN	CHSY1	Chondroitin sulfate synthase 1	3.22199e+06
Q86X55	CARM1_HUMAN	CARM1	Histone-arginine methyltransferase CARM1	3.04583e+07
Q86X76	NIT1_HUMAN	NIT1	Deaminated glutathione amidase	1.82126e+07
Q86X83	COMD2_HUMAN	COMMD2	COMM domain-containing protein 2	1.58522e+08
Q86XE0	SNX32_HUMAN	SNX32	Sorting nexin-32	964036
Q86XN8	MEX3D_HUMAN	MEX3D	RNA-binding protein MEX3D	1.28559e+07
Q86XP3	DDX42_HUMAN	DDX42	ATP-dependent RNA helicase DDX42	1.88005e+07
Q86XZ4	SPAS2_HUMAN	SPATS2	Spermatogenesis-associated serine-rich protein 2	2.3949e+06
Q86Y07	VRK2_HUMAN	VRK2	Serine/threonine-protein kinase VRK2	4.89203e+06
Q86Y39	NDUAB_HUMAN	NDUFA11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	5.87301e+06
Q86Y56	DAAF5_HUMAN	DNAAF5	Dynein axonemal assembly factor 5	5.64314e+06
Q86Y82	STX12_HUMAN	STX12	Syntaxin-12	2.7165e+07
Q86YB8	ERO1B_HUMAN	ERO1B	ERO1-like protein beta	1.76132e+06
Q86YC3	LRC33_HUMAN	NRROS	Transforming growth factor beta activator LRRC33	6.12014e+06
Q86YD1	PTOV1_HUMAN	PTOV1	Prostate tumor-overexpressed gene 1 protein	1.83124e+06
Q86YP4	P66A_HUMAN	GATAD2A	Transcriptional repressor p66-alpha	2.68737e+07
Q86YR5	GPSM1_HUMAN	GPSM1	G-protein-signaling modulator 1	5.37723e+06
Q86YS7	C2CD5_HUMAN	C2CD5	C2 domain-containing protein 5	1.57177e+07
Q86YZ3	HORN_HUMAN	HRNR	Hornerin	7.82259e+06
Q8IU81	I2BP1_HUMAN	IRF2BP1	Interferon regulatory factor 2-binding protein 1	1.95076e+07
Q8IU85	KCC1D_HUMAN	CAMK1D	Calcium/calmodulin-dependent protein kinase type 1D	1.10912e+07
Q8IUD2	RB6I2_HUMAN	ERC1	ELKS/Rab6-interacting/CAST family member 1	2.60256e+07
Q8IUE6	H2A2B_HUMAN	H2AC21	Histone H2A type 2-B	7.27919e+08
Q8IUF8	RIOX2_HUMAN	RIOX2	Ribosomal oxygenase 2	1.06573e+07
Q8IUH3	RBM45_HUMAN	RBM45	RNA-binding protein 45	3.38927e+06
Q8IUH4	ZDH13_HUMAN	ZDHHC13	Palmitoyltransferase ZDHHC13	5.18327e+06
Q8IUL8	CILP2_HUMAN	CILP2	Cartilage intermediate layer protein 2	8.28517e+07
Q8IUR0	TPPC5_HUMAN	TRAPPC5	Trafficking protein particle complex subunit 5	6.91789e+06
Q8IUR6	CRERF_HUMAN	CREBRF	CREB3 regulatory factor	2.9595e+06
Q8IUR7	ARMC8_HUMAN	ARMC8	Armadillo repeat-containing protein 8	5.48594e+06
Q8IUX7	AEBP1_HUMAN	AEBP1	Adipocyte enhancer-binding protein 1	2.3922e+08
Q8IV08	PLD3_HUMAN	PLD3	5'-3' exonuclease PLD3	3.42012e+07
Q8IV63	VRK3_HUMAN	VRK3	Inactive serine/threonine-protein kinase VRK3	1.95679e+06
Q8IVD9	NUDC3_HUMAN	NUDCD3	NudC domain-containing protein 3	1.02965e+07
Q8IVF2	AHNK2_HUMAN	AHNAK2	Protein AHNAK2	6.58056e+08
Q8IVF7	FMNL3_HUMAN	FMNL3	Formin-like protein 3	1.53441e+07
Q8IVH4	MMAA_HUMAN	MMAA	Methylmalonic aciduria type A protein, mitochondrial	7.35891e+06
Q8IVL1	NAV2_HUMAN	NAV2	Neuron navigator 2	1.12223e+07
