Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\DIArt_model\human\A20200127caix_yuanch_TCPA_CA_120min_DIA_10.mzML
Q8IX01	SUGP2_HUMAN	SUGP2	SURP and G-patch domain-containing protein 2	1.4761e+06
Q8IX04	UEVLD_HUMAN	UEVLD	Ubiquitin-conjugating enzyme E2 variant 3	2.49314e+06
Q8IX12	CCAR1_HUMAN	CCAR1	Cell division cycle and apoptosis regulator protein 1	1.03211e+07
Q8IX15	HOMEZ_HUMAN	HOMEZ	Homeobox and leucine zipper protein Homez	689835
Q8IX18	DHX40_HUMAN	DHX40	Probable ATP-dependent RNA helicase DHX40	1.5707e+06
Q8IXB1	DJC10_HUMAN	DNAJC10	DnaJ homolog subfamily C member 10	6.54353e+06
Q8IXH7	NELFD_HUMAN	NELFCD	Negative elongation factor C/D	3.0458e+06
Q8IXI1	MIRO2_HUMAN	RHOT2	Mitochondrial Rho GTPase 2	6.32595e+06
Q8IXI2	MIRO1_HUMAN	RHOT1	Mitochondrial Rho GTPase 1	5.53244e+06
Q8IXJ6	SIR2_HUMAN	SIRT2	NAD-dependent protein deacetylase sirtuin-2	3.37043e+06
Q8IXK0	PHC2_HUMAN	PHC2	Polyhomeotic-like protein 2	1.81274e+06
Q8IXM2	BAP18_HUMAN	BAP18	Chromatin complexes subunit BAP18	2.01855e+07
Q8IXM3	RM41_HUMAN	MRPL41	Large ribosomal subunit protein mL41	5.32048e+06
Q8IXQ4	GPAM1_HUMAN	GPALPP1	GPALPP motifs-containing protein 1	976586
Q8IXQ6	PARP9_HUMAN	PARP9	Protein mono-ADP-ribosyltransferase PARP9	3.15438e+06
Q8IXT5	RB12B_HUMAN	RBM12B	RNA-binding protein 12B	1.68306e+07
Q8IY17	PLPL6_HUMAN	PNPLA6	Patatin-like phospholipase domain-containing protein 6	6.70529e+06
Q8IY18	SMC5_HUMAN	SMC5	Structural maintenance of chromosomes protein 5	2.31429e+06
Q8IY21	DDX60_HUMAN	DDX60	Probable ATP-dependent RNA helicase DDX60	6.13896e+06
Q8IY22	CMIP_HUMAN	CMIP	C-Maf-inducing protein	1.60685e+06
Q8IY33	MILK2_HUMAN	MICALL2	MICAL-like protein 2	2.77514e+06
Q8IY37	DHX37_HUMAN	DHX37	Probable ATP-dependent RNA helicase DHX37	1.22904e+06
Q8IY67	RAVR1_HUMAN	RAVER1	Ribonucleoprotein PTB-binding 1	4.52106e+06
Q8IY81	SPB1_HUMAN	FTSJ3	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3	6.36769e+06
Q8IYB3	SRRM1_HUMAN	SRRM1	Serine/arginine repetitive matrix protein 1	6.94172e+06
Q8IYB5	SMAP1_HUMAN	SMAP1	Stromal membrane-associated protein 1	5.56819e+06
Q8IYB7	DI3L2_HUMAN	DIS3L2	DIS3-like exonuclease 2	2.26912e+06
Q8IYB8	SUV3_HUMAN	SUPV3L1	ATP-dependent RNA helicase SUPV3L1, mitochondrial	7.15317e+06
Q8IYD1	ERF3B_HUMAN	GSPT2	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	1.38868e+07
Q8IYI6	EXOC8_HUMAN	EXOC8	Exocyst complex component 8	7.49196e+06
Q8IYJ3	SYTL1_HUMAN	SYTL1	Synaptotagmin-like protein 1	4.68826e+06
Q8IYL3	CA174_HUMAN	C1orf174	UPF0688 protein C1orf174	2.02315e+06
Q8IYM9	TRI22_HUMAN	TRIM22	E3 ubiquitin-protein ligase TRIM22	6.89946e+06
Q8IYQ7	THNS1_HUMAN	THNSL1	Threonine synthase-like 1	2.40031e+06
Q8IYW5	RN168_HUMAN	RNF168	E3 ubiquitin-protein ligase RNF168	994405
Q8IZ07	AN13A_HUMAN	ANKRD13A	Ankyrin repeat domain-containing protein 13A	4.01246e+06
Q8IZ21	PHAR4_HUMAN	PHACTR4	Phosphatase and actin regulator 4	5.32724e+06
Q8IZ52	CHSS2_HUMAN	CHPF	Chondroitin sulfate synthase 2	869452
Q8IZ73	RUSD2_HUMAN	RPUSD2	Pseudouridylate synthase RPUSD2	2.47287e+06
Q8IZ81	ELMD2_HUMAN	ELMOD2	ELMO domain-containing protein 2	3.60782e+06
Q8IZ83	A16A1_HUMAN	ALDH16A1	Aldehyde dehydrogenase family 16 member A1	3.57114e+07
Q8IZD4	DCP1B_HUMAN	DCP1B	mRNA-decapping enzyme 1B	1.16569e+06
Q8IZH2	XRN1_HUMAN	XRN1	5'-3' exoribonuclease 1	5.63643e+06
Q8IZL8	PELP1_HUMAN	PELP1	Proline-, glutamic acid- and leucine-rich protein 1	3.8139e+06
Q8IZP0	ABI1_HUMAN	ABI1	Abl interactor 1	3.83846e+07
Q8IZQ5	SELH_HUMAN	SELENOH	Selenoprotein H	1.87926e+07
Q8IZW8	TENS4_HUMAN	TNS4	Tensin-4	1.06863e+06
Q8N0W3	FCSK_HUMAN	FCSK	L-fucose kinase	4.29096e+06
Q8N0X7	SPART_HUMAN	SPART	Spartin	1.3527e+06
Q8N118	CP4X1_HUMAN	CYP4X1	Cytochrome P450 4X1	1.85582e+06
Q8N122	RPTOR_HUMAN	RPTOR	Regulatory-associated protein of mTOR	2.41259e+06
Q8N129	CNPY4_HUMAN	CNPY4	Protein canopy homolog 4	1.07604e+07
Q8N131	PORIM_HUMAN	TMEM123	Porimin	1.0884e+07
Q8N138;Q9P0S3	ORML1_HUMAN;ORML3_HUMAN	ORMDL1;ORMDL3	ORM1-like protein 3	1.85099e+06
Q8N140;Q9NXX6	EID3_HUMAN;NSE4A_HUMAN	EID3;NSMCE4A	EP300-interacting inhibitor of differentiation 3	795514
Q8N142	PURA1_HUMAN	ADSS1	Adenylosuccinate synthetase isozyme 1	111672
Q8N163	CCAR2_HUMAN	CCAR2	Cell cycle and apoptosis regulator protein 2	2.59389e+07
Q8N1B4	VPS52_HUMAN	VPS52	Vacuolar protein sorting-associated protein 52 homolog	3.78024e+06
Q8N1F7	NUP93_HUMAN	NUP93	Nuclear pore complex protein Nup93	1.41406e+07
Q8N1F8	S11IP_HUMAN	STK11IP	Serine/threonine-protein kinase 11-interacting protein	1.02975e+06
Q8N1G2	CMTR1_HUMAN	CMTR1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	4.96359e+06
Q8N1G4	LRC47_HUMAN	LRRC47	Leucine-rich repeat-containing protein 47	2.36082e+07
Q8N1N4	K2C78_HUMAN	KRT78	Keratin, type II cytoskeletal 78	4.56476e+06
Q8N1P7	CRBG2_HUMAN	CRYBG2	Beta/gamma crystallin domain-containing protein 2	6.04415e+06
Q8N1S5	S39AB_HUMAN	SLC39A11	Zinc transporter ZIP11	2.38746e+06
Q8N201	INT1_HUMAN	INTS1	Integrator complex subunit 1	7.54793e+06
Q8N257	H2B3B_HUMAN	H2BC26	Histone H2B type 3-B	1.02364e+09
Q8N271	PROM2_HUMAN	PROM2	Prominin-2	1.24288e+06
Q8N2F6	ARM10_HUMAN	ARMC10	Armadillo repeat-containing protein 10	4.78354e+06
Q8N2G6	ZCH24_HUMAN	ZCCHC24	Zinc finger CCHC domain-containing protein 24	449614
Q8N2G8	GHDC_HUMAN	GHDC	GH3 domain-containing protein	4.4723e+06
Q8N2K0	ABD12_HUMAN	ABHD12	Lysophosphatidylserine lipase ABHD12	2.72985e+06
Q8N2S1	LTBP4_HUMAN	LTBP4	Latent-transforming growth factor beta-binding protein 4	7.74609e+06
Q8N335	GPD1L_HUMAN	GPD1L	Glycerol-3-phosphate dehydrogenase 1-like protein	3.63743e+06
Q8N357	S35F6_HUMAN	SLC35F6	Solute carrier family 35 member F6	2.54134e+06
Q8N386	LRC25_HUMAN	LRRC25	Leucine-rich repeat-containing protein 25	228731
Q8N392	RHG18_HUMAN	ARHGAP18	Rho GTPase-activating protein 18	5.28478e+06
Q8N3C0	ASCC3_HUMAN	ASCC3	Activating signal cointegrator 1 complex subunit 3	1.33415e+07
Q8N3D4	EH1L1_HUMAN	EHBP1L1	EH domain-binding protein 1-like protein 1	4.68015e+06
Q8N3F8	MILK1_HUMAN	MICALL1	MICAL-like protein 1	2.25522e+06
Q8N3P4	VPS8_HUMAN	VPS8	Vacuolar protein sorting-associated protein 8 homolog	2.22849e+06
Q8N3U4	STAG2_HUMAN	STAG2	Cohesin subunit SA-2	6.25555e+06
Q8N3V7	SYNPO_HUMAN	SYNPO	Synaptopodin	1.01019e+07
Q8N3X1	FNBP4_HUMAN	FNBP4	Formin-binding protein 4	1.83827e+06
Q8N3Y1	FBXW8_HUMAN	FBXW8	F-box/WD repeat-containing protein 8	254438
Q8N4C8	MINK1_HUMAN	MINK1	Misshapen-like kinase 1	3.56882e+06
Q8N4H5	TOM5_HUMAN	TOMM5	Mitochondrial import receptor subunit TOM5 homolog	2.67494e+06
Q8N4Q0	PTGR3_HUMAN	PTGR3	Prostaglandin reductase 3	2.9829e+06
Q8N4T8	CBR4_HUMAN	CBR4	3-oxoacyl-[acyl-carrier-protein] reductase	4.50454e+06
Q8N4X5	AF1L2_HUMAN	AFAP1L2	Actin filament-associated protein 1-like 2	8.6166e+06
Q8N511	TM199_HUMAN	TMEM199	Transmembrane protein 199	5.00482e+06
Q8N543	OGFD1_HUMAN	OGFOD1	Prolyl 3-hydroxylase OGFOD1	1.65205e+06
Q8N573	OXR1_HUMAN	OXR1	Oxidation resistance protein 1	4.90572e+06
Q8N5A5	ZGPAT_HUMAN	ZGPAT	Zinc finger CCCH-type with G patch domain-containing protein	3.94093e+06
Q8N5C6	SRBD1_HUMAN	SRBD1	S1 RNA-binding domain-containing protein 1	3.01697e+06
Q8N5H3	LRA25_HUMAN	FAM89B	Leucine repeat adapter protein 25	1.41371e+06
Q8N5I2	ARRD1_HUMAN	ARRDC1	Arrestin domain-containing protein 1	1.10452e+06
Q8N5M1	ATPF2_HUMAN	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	1.43195e+07
Q8N5M4	TTC9C_HUMAN	TTC9C	Tetratricopeptide repeat protein 9C	2.65633e+06
Q8N5N7	RM50_HUMAN	MRPL50	Large ribosomal subunit protein mL50	9.51925e+06
Q8N668	COMD1_HUMAN	COMMD1	COMM domain-containing protein 1	1.59358e+06
Q8N684	CPSF7_HUMAN	CPSF7	Cleavage and polyadenylation specificity factor subunit 7	1.63924e+07
Q8N6H7	ARFG2_HUMAN	ARFGAP2	ADP-ribosylation factor GTPase-activating protein 2	2.21743e+07
Q8N6M0	OTU6B_HUMAN	OTUD6B	Deubiquitinase OTUD6B	2.4234e+07
Q8N6R0	EFNMT_HUMAN	METTL13	eEF1A lysine and N-terminal methyltransferase	2.41416e+06
Q8N6S5	AR6P6_HUMAN	ARL6IP6	ADP-ribosylation factor-like protein 6-interacting protein 6	7.51248e+06
Q8N6T3	ARFG1_HUMAN	ARFGAP1	ADP-ribosylation factor GTPase-activating protein 1	9.59882e+06
Q8N6T7	SIR6_HUMAN	SIRT6	NAD-dependent protein deacylase sirtuin-6	1.53508e+06
Q8N766	EMC1_HUMAN	EMC1	ER membrane protein complex subunit 1	4.48877e+06
Q8N7H5	PAF1_HUMAN	PAF1	RNA polymerase II-associated factor 1 homolog	4.34779e+07
Q8N806	UBR7_HUMAN	UBR7	Putative E3 ubiquitin-protein ligase UBR7	1.31538e+06
Q8N884	CGAS_HUMAN	CGAS	Cyclic GMP-AMP synthase	722668
Q8N8A2	ANR44_HUMAN	ANKRD44	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B	5.54694e+06
Q8N8A6	DDX51_HUMAN	DDX51	ATP-dependent RNA helicase DDX51	1.395e+06
Q8N8N7	PTGR2_HUMAN	PTGR2	Prostaglandin reductase 2	580042
Q8N8S7	ENAH_HUMAN	ENAH	Protein enabled homolog	1.30109e+07
Q8N8V2	GBP7_HUMAN	GBP7	Guanylate-binding protein 7	8.71056e+06
Q8N954	GPT11_HUMAN	GPATCH11	G patch domain-containing protein 11	1.53482e+06
Q8N983	RM43_HUMAN	MRPL43	Large ribosomal subunit protein mL43	7.20724e+06
Q8N9M1	CS047_HUMAN	C19orf47	Uncharacterized protein C19orf47	306250
Q8N9N2	ASCC1_HUMAN	ASCC1	Activating signal cointegrator 1 complex subunit 1	1.85029e+06
Q8N9N7	LRC57_HUMAN	LRRC57	Leucine-rich repeat-containing protein 57	3.61969e+06
Q8N9N8	EIF1A_HUMAN	EIF1AD	Probable RNA-binding protein EIF1AD	4.94943e+06
Q8NAV1	PR38A_HUMAN	PRPF38A	Pre-mRNA-splicing factor 38A	6.45034e+06
Q8NB16	MLKL_HUMAN	MLKL	Mixed lineage kinase domain-like protein	4.4255e+06
Q8NB37	GALD1_HUMAN	GATD1	Glutamine amidotransferase-like class 1 domain-containing protein 1	3.43215e+06
Q8NB90	AFG2A_HUMAN	AFG2A	ATPase family gene 2 protein homolog A	1.559e+06
Q8NBF2	NHLC2_HUMAN	NHLRC2	NHL repeat-containing protein 2	8.74379e+06
Q8NBJ4	GOLM1_HUMAN	GOLM1	Golgi membrane protein 1	4.22906e+06
Q8NBJ5	GT251_HUMAN	COLGALT1	Procollagen galactosyltransferase 1	5.72123e+07
Q8NBJ7	SUMF2_HUMAN	SUMF2	Inactive C-alpha-formylglycine-generating enzyme 2	1.31866e+07
Q8NBL1	PGLT1_HUMAN	POGLUT1	Protein O-glucosyltransferase 1	3.45099e+06
Q8NBM4	UBAC2_HUMAN	UBAC2	Ubiquitin-associated domain-containing protein 2	3.56762e+06
Q8NBM8	PCYXL_HUMAN	PCYOX1L	Prenylcysteine oxidase-like	1.34086e+06
Q8NBN3	TM87A_HUMAN	TMEM87A	Transmembrane protein 87A	1.72153e+06
Q8NBN7	RDH13_HUMAN	RDH13	Retinol dehydrogenase 13	6.70371e+06
Q8NBP0	TTC13_HUMAN	TTC13	Tetratricopeptide repeat protein 13	1.26619e+06
Q8NBS9	TXND5_HUMAN	TXNDC5	Thioredoxin domain-containing protein 5	1.11276e+08
Q8NBU5	ATAD1_HUMAN	ATAD1	Outer mitochondrial transmembrane helix translocase	2.6349e+06
Q8NBX0	SCPDL_HUMAN	SCCPDH	Saccharopine dehydrogenase-like oxidoreductase	5.59454e+06
Q8NC51	SERB1_HUMAN	SERBP1	SERPINE1 mRNA-binding protein 1	4.25378e+07
Q8NC56	LEMD2_HUMAN	LEMD2	LEM domain-containing protein 2	1.5721e+07
Q8NC96	NECP1_HUMAN	NECAP1	Adaptin ear-binding coat-associated protein 1	1.27715e+06
Q8NCA5	FA98A_HUMAN	FAM98A	Protein FAM98A	1.02721e+07
Q8NCE2	MTMRE_HUMAN	MTMR14	Myotubularin-related protein 14	683417
Q8NCF5	NF2IP_HUMAN	NFATC2IP	NFATC2-interacting protein	1.86253e+06
Q8NCH0	CHSTE_HUMAN	CHST14	Carbohydrate sulfotransferase 14	4.04902e+06
Q8NCJ5	SPRY3_HUMAN	SPRYD3	SPRY domain-containing protein 3	1.27192e+06
Q8NCM8	DYHC2_HUMAN	DYNC2H1	Cytoplasmic dynein 2 heavy chain 1	461855
Q8NCN5	PDPR_HUMAN	PDPR	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial	1.17928e+07
Q8NCW5	NNRE_HUMAN	NAXE	NAD(P)H-hydrate epimerase	3.77284e+07
Q8ND04	SMG8_HUMAN	SMG8	Nonsense-mediated mRNA decay factor SMG8	4.61518e+06
Q8ND24	RN214_HUMAN	RNF214	RING finger protein 214	1.29312e+06
Q8ND25	ZNRF1_HUMAN	ZNRF1	E3 ubiquitin-protein ligase ZNRF1	1.0087e+06
Q8ND30	LIPB2_HUMAN	PPFIBP2	Liprin-beta-2	1.7115e+06
Q8ND56	LS14A_HUMAN	LSM14A	Protein LSM14 homolog A	3.05663e+06
Q8ND71	GIMA8_HUMAN	GIMAP8	GTPase IMAP family member 8	338087
Q8ND76	CCNY_HUMAN	CCNY	Cyclin-Y	2.61703e+06
Q8NDA8	MROH1_HUMAN	MROH1	Maestro heat-like repeat-containing protein family member 1	5.35091e+06
Q8NDH3	PEPL1_HUMAN	NPEPL1	Probable aminopeptidase NPEPL1	9.71109e+06
Q8NDI1	EHBP1_HUMAN	EHBP1	EH domain-binding protein 1	3.72921e+06
Q8NDT2	RB15B_HUMAN	RBM15B	Putative RNA-binding protein 15B	2.57104e+06
Q8NDX1	PSD4_HUMAN	PSD4	PH and SEC7 domain-containing protein 4	2.44214e+06
Q8NDX5	PHC3_HUMAN	PHC3	Polyhomeotic-like protein 3	3.66473e+06
Q8NE71	ABCF1_HUMAN	ABCF1	ATP-binding cassette sub-family F member 1	1.61257e+07
Q8NE86	MCU_HUMAN	MCU	Calcium uniporter protein, mitochondrial	8.74833e+06
Q8NEB9	PK3C3_HUMAN	PIK3C3	Phosphatidylinositol 3-kinase catalytic subunit type 3	1.31057e+06
Q8NEG4	FA83F_HUMAN	FAM83F	Protein FAM83F	894060
Q8NEU8	DP13B_HUMAN	APPL2	DCC-interacting protein 13-beta	5.32243e+06
Q8NEW0	ZNT7_HUMAN	SLC30A7	Zinc transporter 7	4.24239e+06
Q8NEZ5	FBX22_HUMAN	FBXO22	F-box only protein 22	5.74898e+06
Q8NF50	DOCK8_HUMAN	DOCK8	Dedicator of cytokinesis protein 8	4.21999e+06
Q8NF64	ZMIZ2_HUMAN	ZMIZ2	Zinc finger MIZ domain-containing protein 2	5.18351e+06
Q8NF91	SYNE1_HUMAN	SYNE1	Nesprin-1	1.86989e+07
Q8NFC6	BD1L1_HUMAN	BOD1L1	Biorientation of chromosomes in cell division protein 1-like 1	3.31597e+06
Q8NFD5	ARI1B_HUMAN	ARID1B	AT-rich interactive domain-containing protein 1B	6.21692e+06
Q8NFF5	FAD1_HUMAN	FLAD1	FAD synthase	1.98429e+06
Q8NFH3	NUP43_HUMAN	NUP43	Nucleoporin Nup43	1.04022e+07
Q8NFH4	NUP37_HUMAN	NUP37	Nucleoporin Nup37	4.28348e+06
Q8NFH5	NUP35_HUMAN	NUP35	Nucleoporin NUP35	8.30033e+06
Q8NFI3	ENASE_HUMAN	ENGASE	Cytosolic endo-beta-N-acetylglucosaminidase	587456
Q8NFQ8	TOIP2_HUMAN	TOR1AIP2	Torsin-1A-interacting protein 2	3.68392e+06
Q8NFU3	TSTD1_HUMAN	TSTD1	Thiosulfate:glutathione sulfurtransferase	1.55232e+07
Q8NFV4	ABHDB_HUMAN	ABHD11	Protein ABHD11	4.33153e+06
Q8NFW8	NEUA_HUMAN	CMAS	N-acylneuraminate cytidylyltransferase	1.21639e+07
Q8NFZ5	TNIP2_HUMAN	TNIP2	TNFAIP3-interacting protein 2	1.13475e+06
Q8NFZ8	CADM4_HUMAN	CADM4	Cell adhesion molecule 4	3.75996e+06
Q8NHG8	ZNRF2_HUMAN	ZNRF2	E3 ubiquitin-protein ligase ZNRF2	3.419e+07
Q8NHH9	ATLA2_HUMAN	ATL2	Atlastin-2	1.0619e+07
Q8NHP6	MSPD2_HUMAN	MOSPD2	Motile sperm domain-containing protein 2	718656
Q8NHP8	PLBL2_HUMAN	PLBD2	Putative phospholipase B-like 2	1.12113e+07
Q8NHV1	GIMA7_HUMAN	GIMAP7	GTPase IMAP family member 7	2.63478e+06
Q8NHV4	NEDD1_HUMAN	NEDD1	Protein NEDD1	5.37944e+06
Q8NI08	NCOA7_HUMAN	NCOA7	Nuclear receptor coactivator 7	1.23894e+06
Q8NI22	MCFD2_HUMAN	MCFD2	Multiple coagulation factor deficiency protein 2	1.94357e+06
Q8NI27	THOC2_HUMAN	THOC2	THO complex subunit 2	4.00886e+06
Q8NI36	WDR36_HUMAN	WDR36	WD repeat-containing protein 36	4.21197e+07
Q8NI37	PPTC7_HUMAN	PPTC7	Protein phosphatase PTC7 homolog	2.08571e+06
Q8NI60	COQ8A_HUMAN	COQ8A	Atypical kinase COQ8A, mitochondrial	2.05966e+06
Q8TAD7	OCC1_HUMAN	OCC1	Overexpressed in colon carcinoma 1 protein	1.97492e+06
Q8TAD8	SNIP1_HUMAN	SNIP1	Smad nuclear-interacting protein 1	1.519e+06
Q8TAE8	G45IP_HUMAN	GADD45GIP1	Large ribosomal subunit protein mL64	5.13259e+06
Q8TAF3	WDR48_HUMAN	WDR48	WD repeat-containing protein 48	1.10907e+06
Q8TAQ2	SMRC2_HUMAN	SMARCC2	SWI/SNF complex subunit SMARCC2	2.32129e+07
Q8TAT6	NPL4_HUMAN	NPLOC4	Nuclear protein localization protein 4 homolog	1.62903e+07
Q8TB03	CX038_HUMAN	CXorf38	Uncharacterized protein CXorf38	5.27404e+06
Q8TB22	SPT20_HUMAN	SPATA20	Spermatogenesis-associated protein 20	775660
Q8TB37	NUBPL_HUMAN	NUBPL	Iron-sulfur protein NUBPL	584911
Q8TB52	FBX30_HUMAN	FBXO30	F-box only protein 30	2.62218e+06
Q8TB72	PUM2_HUMAN	PUM2	Pumilio homolog 2	2.50639e+06
Q8TBA6	GOGA5_HUMAN	GOLGA5	Golgin subfamily A member 5	3.17812e+06
Q8TBB5	KLDC4_HUMAN	KLHDC4	Kelch domain-containing protein 4	2.82547e+06
Q8TBC4	UBA3_HUMAN	UBA3	NEDD8-activating enzyme E1 catalytic subunit	1.40149e+07
Q8TBF2	PXL2B_HUMAN	PRXL2B	Prostamide/prostaglandin F synthase	1.06944e+06
Q8TBX8	PI42C_HUMAN	PIP4K2C	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	1.59791e+07
Q8TC07	TBC15_HUMAN	TBC1D15	TBC1 domain family member 15	1.00529e+07
Q8TC12	RDH11_HUMAN	RDH11	Retinol dehydrogenase 11	7.15268e+06
Q8TCD5	NT5C_HUMAN	NT5C	5'(3')-deoxyribonucleotidase, cytosolic type	9.6437e+06
Q8TCF1	ZFAN1_HUMAN	ZFAND1	AN1-type zinc finger protein 1	2.9117e+06
Q8TCJ2	STT3B_HUMAN	STT3B	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	2.01413e+07
Q8TCS8	PNPT1_HUMAN	PNPT1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	2.12892e+07
Q8TCT9	HM13_HUMAN	HM13	Minor histocompatibility antigen H13	5.79858e+06
Q8TCY9	URGCP_HUMAN	URGCP	Up-regulator of cell proliferation	2.12389e+06
Q8TCZ2	C99L2_HUMAN	CD99L2	CD99 antigen-like protein 2	1.10083e+06
Q8TD16	BICD2_HUMAN	BICD2	Protein bicaudal D homolog 2	8.6359e+06
Q8TD19	NEK9_HUMAN	NEK9	Serine/threonine-protein kinase Nek9	1.0237e+07
Q8TD26	CHD6_HUMAN	CHD6	Chromodomain-helicase-DNA-binding protein 6	3.10968e+06
Q8TD43	TRPM4_HUMAN	TRPM4	Transient receptor potential cation channel subfamily M member 4	6.10413e+06
Q8TD55	PKHO2_HUMAN	PLEKHO2	Pleckstrin homology domain-containing family O member 2	9.15002e+06
Q8TDB6	DTX3L_HUMAN	DTX3L	E3 ubiquitin-protein ligase DTX3L	3.03812e+06
Q8TDD1	DDX54_HUMAN	DDX54	ATP-dependent RNA helicase DDX54	3.60343e+06
Q8TDN6	BRX1_HUMAN	BRIX1	Ribosome biogenesis protein BRX1 homolog	1.57469e+07
Q8TDP1	RNH2C_HUMAN	RNASEH2C	Ribonuclease H2 subunit C	1.00689e+07
Q8TDQ7	GNPI2_HUMAN	GNPDA2	Glucosamine-6-phosphate isomerase 2	3.0414e+06
Q8TDW0	LRC8C_HUMAN	LRRC8C	Volume-regulated anion channel subunit LRRC8C	746819
Q8TDX7	NEK7_HUMAN	NEK7	Serine/threonine-protein kinase Nek7	1.2253e+07
Q8TDZ2	MICA1_HUMAN	MICAL1	[F-actin]-monooxygenase MICAL1	9.25322e+06
Q8TE02	ELP5_HUMAN	ELP5	Elongator complex protein 5	982395
Q8TE68	ES8L1_HUMAN	EPS8L1	Epidermal growth factor receptor kinase substrate 8-like protein 1	1.43909e+06
Q8TE77	SSH3_HUMAN	SSH3	Protein phosphatase Slingshot homolog 3	1.39549e+07
Q8TEA8	DTD1_HUMAN	DTD1	D-aminoacyl-tRNA deacylase 1	8.43728e+06
Q8TEB1	DCA11_HUMAN	DCAF11	DDB1- and CUL4-associated factor 11	937877
Q8TED0	UTP15_HUMAN	UTP15	U3 small nucleolar RNA-associated protein 15 homolog	2.17844e+06
Q8TED1	GPX8_HUMAN	GPX8	Probable glutathione peroxidase 8	8.44629e+06
Q8TEM1	PO210_HUMAN	NUP210	Nuclear pore membrane glycoprotein 210	1.46957e+07
Q8TEQ6	GEMI5_HUMAN	GEMIN5	Gem-associated protein 5	2.88195e+06
Q8TER5	ARH40_HUMAN	ARHGEF40	Rho guanine nucleotide exchange factor 40	3.04343e+06
Q8TEW0	PARD3_HUMAN	PARD3	Partitioning defective 3 homolog	4.00964e+07
Q8TEX9	IPO4_HUMAN	IPO4	Importin-4	1.42317e+07
Q8TF05	PP4R1_HUMAN	PPP4R1	Serine/threonine-protein phosphatase 4 regulatory subunit 1	8.22898e+06
Q8TF42	UBS3B_HUMAN	UBASH3B	Ubiquitin-associated and SH3 domain-containing protein B	1.48637e+07
Q8TF65	GIPC2_HUMAN	GIPC2	PDZ domain-containing protein GIPC2	1.51906e+06
Q8TF74	WIPF2_HUMAN	WIPF2	WAS/WASL-interacting protein family member 2	2.66819e+06
Q8WTS6	SETD7_HUMAN	SETD7	Histone-lysine N-methyltransferase SETD7	5.97972e+06
Q8WTT2	NOC3L_HUMAN	NOC3L	Nucleolar complex protein 3 homolog	1.33923e+06
Q8WTW3	COG1_HUMAN	COG1	Conserved oligomeric Golgi complex subunit 1	9.31663e+06
Q8WU39	MZB1_HUMAN	MZB1	Marginal zone B- and B1-cell-specific protein	1.80225e+08
Q8WU76	SCFD2_HUMAN	SCFD2	Sec1 family domain-containing protein 2	2.25576e+06
Q8WU79	SMAP2_HUMAN	SMAP2	Stromal membrane-associated protein 2	4.44573e+06
Q8WU90	ZC3HF_HUMAN	ZC3H15	Zinc finger CCCH domain-containing protein 15	7.86206e+06
Q8WUA2	PPIL4_HUMAN	PPIL4	Peptidyl-prolyl cis-trans isomerase-like 4	3.23272e+06
Q8WUA4	TF3C2_HUMAN	GTF3C2	General transcription factor 3C polypeptide 2	4.54422e+06
Q8WUA7	TB22A_HUMAN	TBC1D22A	TBC1 domain family member 22A	3.83354e+06
Q8WUF5	IASPP_HUMAN	PPP1R13L	RelA-associated inhibitor	1.18562e+07
Q8WUH2	TGFA1_HUMAN	TGFBRAP1	Transforming growth factor-beta receptor-associated protein 1	8.48141e+07
Q8WUH6	TM263_HUMAN	TMEM263	Transmembrane protein 263	7.47433e+06
Q8WUI4	HDAC7_HUMAN	HDAC7	Histone deacetylase 7	2.81175e+06
Q8WUM0	NU133_HUMAN	NUP133	Nuclear pore complex protein Nup133	6.49967e+06
Q8WUM4	PDC6I_HUMAN	PDCD6IP	Programmed cell death 6-interacting protein	2.29531e+07
Q8WUN7	UBTD2_HUMAN	UBTD2	Ubiquitin domain-containing protein 2	2.74576e+06
Q8WUP2	FBLI1_HUMAN	FBLIM1	Filamin-binding LIM protein 1	5.68644e+07
Q8WUQ7	CATIN_HUMAN	CACTIN	Splicing factor Cactin	2.59819e+06
Q8WUW1	BRK1_HUMAN	BRK1	Protein BRICK1	1.62591e+07
Q8WUX2	CHAC2_HUMAN	CHAC2	Glutathione-specific gamma-glutamylcyclotransferase 2	1.20425e+06
Q8WUX9	CHMP7_HUMAN	CHMP7	Charged multivesicular body protein 7	3.03572e+06
Q8WUY1	THEM6_HUMAN	THEM6	Protein THEM6	2.24305e+07
Q8WUZ0	BCL7C_HUMAN	BCL7C	B-cell CLL/lymphoma 7 protein family member C	8.28684e+06
Q8WV41	SNX33_HUMAN	SNX33	Sorting nexin-33	4.71419e+06
