Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03.mzML
Q17348	SMD3_CAEEL	snr-1	Small nuclear ribonucleoprotein Sm D3	1.50306e+07
Q17361	UBP14_CAEEL	usp-14	Ubiquitin carboxyl-terminal hydrolase 14	5.1409e+06
Q17405	YQ02_CAEEL	AC3.5	Aminopeptidase-like protein AC3.5	7.50766e+06
Q17413	UCK_CAEEL	B0001.4	Probable uridine-cytidine kinase	2.39695e+06
Q17424	THIO2_CAEEL	trx-2	Probable thioredoxin-2	3.08528e+06
Q17426	YQ4B_CAEEL	B0024.11	Putative pseudouridine synthase B0024.11	583409
Q17430	SART3_CAEEL	sart-3	Nuclear RNA-binding protein sart-3	1.57241e+06
Q17435	PFD4_CAEEL	pfd-4	Probable prefoldin subunit 4	1.56815e+07
Q17439	YQVW_CAEEL	B0035.15	Uncharacterized protein B0035.15	1.24054e+06
Q17460	COL10_CAEEL	col-10	Cuticle collagen 10	1.22084e+06
Q17533	EXOS4_CAEEL	exos-4.1	Putative exosome complex component RRP41	913298
Q17569	DDI1_CAEEL	ddi-1	Protein DDI1 homolog 1	2.04472e+06
Q17574	MTRR_CAEEL	mtrr-1	Methionine synthase reductase	2.99387e+06
Q17632	RRP44_CAEEL	dis-3	Probable exosome complex exonuclease RRP44	473406
Q17688	ER442_CAEEL	erp-44.2	Endoplasmic reticulum resident protein 44.2	2.52277e+06
Q17693	MTHR_CAEEL	mthf-1	Probable methylenetetrahydrofolate reductase	9.42378e+06
Q17750	UFL1_CAEEL	ufl-1	E3 UFM1-protein ligase 1 homolog	584072
Q17754	TIM9_CAEEL	tin-9.1	Mitochondrial import inner membrane translocase subunit Tim9	4.19263e+06
Q17761	6PGD_CAEEL	T25B9.9	6-phosphogluconate dehydrogenase, decarboxylating	1.28158e+07
Q17770	PDI2_CAEEL	pdi-2	Protein disulfide-isomerase 2	1.25831e+08
Q17778	NUC1_CAEEL	nuc-1	Deoxyribonuclease-2	507295
Q17802	CPG1_CAEEL	cpg-1	Chondroitin proteoglycan 1	8.20697e+06
Q17819	ORN_CAEEL	C08B6.8	Probable oligoribonuclease	1.34337e+06
Q17820	SAE1_CAEEL	aos-1	SUMO-activating enzyme subunit aos-1	1.21051e+06
Q17827	PFD1_CAEEL	pfd-1	Probable prefoldin subunit 1	2.87704e+07
Q17850	PK1_CAEEL	pak-1	Serine/threonine-protein kinase pak-1	4.19848e+06
Q17949	DOHH_CAEEL	dohh-1	Deoxyhypusine hydroxylase	2.12679e+06
Q17967	PDI1_CAEEL	pdi-1	Protein disulfide-isomerase 1	3.74708e+07
Q17RY6	LY6K_HUMAN	LY6K	Lymphocyte antigen 6K	2.26961e+06
Q18020	HRG7_CAEEL	hrg-7	Aspartic protease 10	8.2185e+06
Q18026	KYNU_CAEEL	flu-2	Kynureninase	4.02767e+06
Q18040	OAT_CAEEL	oatr-1	Probable ornithine aminotransferase, mitochondrial	3.24578e+07
Q18066	DIM_CAEEL	dim-1	Disorganized muscle protein 1	1.17014e+08
Q18090	TOM40_CAEEL	tomm-40	Mitochondrial import receptor subunit TOM40 homolog	4.90708e+06
Q18115	PSMD1_CAEEL	rpn-2	26S proteasome non-ATPase regulatory subunit 1	1.16113e+07
Q18164	DPYD_CAEEL	dpyd-1	Dihydropyrimidine dehydrogenase [NADP(+)]	2.824e+07
Q18211	RCC1_CAEEL	ran-3	Regulator of chromosome condensation	7.73679e+06
Q18212	DX39B_CAEEL	hel-1	Spliceosome RNA helicase DDX39B homolog	1.24078e+08
Q18217	ULA1_CAEEL	ula-1	NEDD8-activating enzyme E1 regulatory subunit	562254
Q18240	SPR2_CAEEL	spr-2	Suppressor of presenilin-2	1.43222e+06
Q18246	RAP1_CAEEL	rap-1	Ras-related protein Rap-1	1.59733e+06
Q18336	H1X_CAEEL	hil-1	Histone H1.X	2.13861e+06
Q18359	NDUA5_CAEEL	C33A12.1	Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	2.59651e+07
Q18409	RSP6_CAEEL	rsp-6	Probable splicing factor, arginine/serine-rich 6	1.09607e+07
Q18421	GRPE_CAEEL	C34C12.8	GrpE protein homolog, mitochondrial	7.11735e+06
Q18486	COQ8_CAEEL	coq-8	Atypical kinase coq-8, mitochondrial	787186
Q18493	UAP1_CAEEL	C36A4.4	Probable UDP-N-acetylglucosamine pyrophosphorylase	6.18223e+06
Q18581	ACN1_CAEEL	acn-1	Inactive angiotensin-converting enzyme-related protein	803148
Q18673	NEPL1_CAEEL	nep-1	Neprilysin-1	773739
Q18677	DHP2_CAEEL	dhp-2	Dihydropyrimidinase 2	491084
Q18678	SYSC_CAEEL	sars-1	Probable serine--tRNA ligase, cytoplasmic	1.03478e+07
Q18680	IPYR_CAEEL	pyp-1	Inorganic pyrophosphatase 1	2.91357e+07
Q18685	UN112_CAEEL	unc-112	Protein unc-112	2.06242e+06
Q18688	HSP90_CAEEL	daf-21	Heat shock protein 90	7.72059e+08
Q18785	MIF2_CAEEL	mif-2	MIF-like protein mif-2	1.97322e+06
Q18786	SMD2_CAEEL	snr-4	Probable small nuclear ribonucleoprotein Sm D2	1.04325e+07
Q18787	PRS7_CAEEL	rpt-1	26S proteasome regulatory subunit 7	7.10011e+06
Q18801	GMD1_CAEEL	bre-1	GDP-mannose 4,6 dehydratase 1	1.73364e+06
Q18803	ATPL2_CAEEL	asg-2	Probable ATP synthase subunit g 2, mitochondrial	2.82293e+07
Q18823	LAM2_CAEEL	lam-2	Laminin-like protein lam-2	8.96863e+06
Q18846	KS6A2_CAEEL	rskn-2	Putative ribosomal protein S6 kinase alpha-2	1.72065e+06
Q18864	SURF4_CAEEL	sft-4	Surfeit locus protein 4 homolog	2.23969e+06
Q18885	BTF3_CAEEL	icd-1	Transcription factor BTF3 homolog	8.07097e+07
Q18905	CGP1_CAEEL	cgp-1	GTP-binding protein cgp-1	1.19686e+06
Q18938	MAAI_CAEEL	gst-42	Probable maleylacetoacetate isomerase	4.15954e+06
Q18967	EIF3F_CAEEL	eif-3.F	Eukaryotic translation initiation factor 3 subunit F	9.95262e+06
Q18990	PYR1_CAEEL	pyr-1	CAD protein	3.23402e+06
Q19020	DYHC_CAEEL	dhc-1	Dynein heavy chain, cytoplasmic	3.43574e+06
Q19052	EIF2A_CAEEL	eif-2A	Eukaryotic translation initiation factor 2A	3.92849e+06
Q19076	PHO1_CAEEL	pho-1	Intestinal acid phosphatase	2.63473e+06
Q19087	DNPEP_CAEEL	dnpp-1	Aspartyl aminopeptidase	1.40915e+07
Q19162	RL112_CAEEL	rpl-11.2	60S ribosomal protein L11-2	2.14981e+07
Q19191	YZ10_CAEEL	F08B12.4	Uncharacterized protein F08B12.4	1.26532e+07
Q19200	STO1_CAEEL	sto-1	Stomatin-1	707725
Q19202	APY1_CAEEL	apy-1	Apyrase apy-1	4.36356e+06
Q19203	UNC98_CAEEL	unc-98	Zinc finger protein unc-98	565850
Q19264	DEOC_CAEEL	F09E5.3	Putative deoxyribose-phosphate aldolase	7.37221e+06
Q19267	CREL1_CAEEL	crld-1	Protein disulfide isomerase crld-1	1.1234e+06
Q19286	IFB2_CAEEL	ifb-2	Intermediate filament protein ifb-2	7.92917e+07
Q19289	IFB1_CAEEL	ifb-1	Intermediate filament protein ifb-1	5.46703e+07
Q19326	ASF1_CAEEL	unc-85	Probable histone chaperone asf-1	838172
Q19329	TSR1_CAEEL	tag-151	Pre-rRNA-processing protein TSR1 homolog	1.54391e+06
Q19341	3HAO_CAEEL	haao-1	3-hydroxyanthranilate 3,4-dioxygenase	2.52031e+06
Q19366	DPOD2_CAEEL	F12F6.7	Probable DNA polymerase delta small subunit	575333
Q19420	IMPA1_CAEEL	ttx-7	Inositol monophosphatase ttx-7	1.03302e+07
Q19459	GSLG1_CAEEL	F14E5.2	Golgi apparatus protein 1 homolog	3.15502e+06
Q19537	RFA1_CAEEL	rpa-1	Probable replication factor A 73 kDa subunit	2.7912e+06
Q19564	OXDD2_CAEEL	ddo-2	D-aspartate oxidase 2	2.18157e+06
Q19584	UFD1_CAEEL	ufd-1	Ubiquitin fusion degradation protein 1 homolog	2.80113e+06
Q19626	VATB_CAEEL	vha-12	Probable V-type proton ATPase subunit B	1.30756e+08
Q19642	ZW10_CAEEL	czw-1	Centromere/kinetochore protein zw10 homolog	1.30757e+06
Q19706	EIF3G_CAEEL	eif-3.G	Eukaryotic translation initiation factor 3 subunit G	8.36795e+06
Q19713	SYFB_CAEEL	fars-3	Phenylalanine--tRNA ligase beta subunit	8.54721e+06
Q19714	TMCO1_CAEEL	F22B5.10	Calcium load-activated calcium channel homolog	1.46403e+06
Q19722	SYNC_CAEEL	nars-1	Asparagine--tRNA ligase, cytoplasmic	9.54707e+06
Q19724	NDUS6_CAEEL	nduf-6	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	1.18118e+07
Q19743	H13_CAEEL	hil-3	Histone H1.3	1.07176e+07
Q19749	ODP2_CAEEL	dlat-1	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	2.30217e+07
Q19753	YU0O_CAEEL	F23B12.7	Uncharacterized protein F23B12.7	760133
Q19766	TOM20_CAEEL	tomm-20	Mitochondrial import receptor subunit TOM20 homolog	1.6038e+07
Q19775	PPM1A_CAEEL	ppm-1.A	Protein phosphatase ppm-1.A	8.00095e+06
Q19782	IFD2_CAEEL	ifd-2	Intermediate filament protein ifd-2	6.84077e+06
Q19825	SYRC_CAEEL	rars-1	Probable arginine--tRNA ligase, cytoplasmic	2.18766e+07
Q19826	RPAB3_CAEEL	rpb-8	Probable DNA-directed RNA polymerases I, II, and III subunit RPABC3	2.36428e+06
Q19832	MSP3_CAEEL	msp-3	Major sperm protein 3	1.52737e+08
Q19842	PCCA_CAEEL	pcca-1	Propionyl-CoA carboxylase alpha chain, mitochondrial	2.22653e+07
Q19869	RL26_CAEEL	rpl-26	60S ribosomal protein L26	4.38723e+07
Q19877	RS23_CAEEL	rps-23	40S ribosomal protein S23	1.42914e+08
Q19905	UGDH_CAEEL	sqv-4	UDP-glucose 6-dehydrogenase	6.75195e+06
Q19948	YPP4_CAEEL	F32A5.4	Uncharacterized protein F32A5.4	7.70286e+06
Q19969	IMA3_CAEEL	ima-3	Importin subunit alpha-3	2.76705e+06
Q1ED39	KNOP1_HUMAN	KNOP1	Lysine-rich nucleolar protein 1	2.39614e+06
Q1KMD3	HNRL2_HUMAN	HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2	2.3131e+07
Q20025	PROF2_CAEEL	pfn-2	Profilin-2	1.82765e+07
Q20065	P4HA2_CAEEL	phy-2	Prolyl 4-hydroxylase subunit alpha-2	4.98972e+06
Q20117	GSH1_CAEEL	gcs-1	Glutamate--cysteine ligase	1.49255e+06
Q20140	KAD1_CAEEL	F38B2.4	Adenylate kinase isoenzyme 1	9.43696e+06
Q20168	COPB2_CAEEL	copb-2	Probable coatomer subunit beta'	8.94718e+06
Q20222	FABP3_CAEEL	lbp-3	Fatty acid-binding protein homolog 3	7.55552e+06
Q20223	FABP1_CAEEL	lbp-1	Fatty acid-binding protein homolog 1	7.04487e+06
Q20224	FABP2_CAEEL	lbp-2	Fatty acid-binding protein homolog 2	3.52989e+07
Q20228	RS9_CAEEL	rps-9	40S ribosomal protein S9	9.4331e+07
Q20230	KCY2_CAEEL	F40F8.1	UMP-CMP kinase 2	2.37048e+06
Q20300	ELO5_CAEEL	elo-5	Elongation of very long chain fatty acids protein 5	1.93558e+06
Q20303	ELO6_CAEEL	elo-6	Elongation of very long chain fatty acids protein 6	1.22244e+07
Q20334	TNNI1_CAEEL	tni-1	Troponin I 1	7.34662e+06
Q20363	SIP1_CAEEL	sip-1	Stress-induced protein 1	6.46941e+07
Q20412	NDUB2_CAEEL	F44G4.2	Probable NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	4.43851e+06
Q20496	GDIR_CAEEL	rhi-1	Probable rho GDP-dissociation inhibitor	1.58802e+06
Q20502	HUTH1_CAEEL	haly-1	Histidine ammonia-lyase	7.06786e+06
Q20507	ACBP3_CAEEL	acbp-3	Acyl-CoA-binding protein homolog 3	1.33705e+07
Q20585	PSMD6_CAEEL	rpn-7	26S proteasome non-ATPase regulatory subunit 6	5.71561e+06
Q20647	R23A2_CAEEL	rpl-25.2	60S ribosomal protein L23a 2	1.79686e+08
Q20655	14332_CAEEL	ftt-2	14-3-3-like protein 2	8.34926e+07
Q20679	PLOD_CAEEL	let-268	Multifunctional procollagen lysine hydroxylase and glycosyltransferase	539223
Q20683	TTC36_CAEEL	ttc-36	Tetratricopeptide repeat protein 36	1.4424e+07
Q20719	NDUV2_CAEEL	F53F4.10	Probable NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	2.53706e+07
Q20728	TBCB_CAEEL	tbcb-1	Tubulin-specific chaperone B	3.80488e+06
Q20748	ATAD3_CAEEL	atad-3	ATPase family AAA domain-containing protein 3	9.54281e+06
Q20751	IF5A2_CAEEL	iff-2	Eukaryotic translation initiation factor 5A-2	3.84828e+08
Q20772	GCDH_CAEEL	F54D5.7	Probable glutaryl-CoA dehydrogenase, mitochondrial	9.64816e+06
Q20779	COX6A_CAEEL	cox-6A	Cytochrome c oxidase subunit 6A, mitochondrial	1.73682e+07
Q20819	EFTS_CAEEL	tsfm-1	Elongation factor Ts, mitochondrial	5.53731e+06
Q20822	SRP68_CAEEL	srpa-68	Probable signal recognition particle subunit SRP68	2.10081e+06
Q20875	DHX15_CAEEL	ddx-15	Pre-mRNA-splicing factor ATP-dependent RNA helicase ddx-15	6.36517e+06
Q20898	IFET1_CAEEL	ifet-1	Translational repressor ifet-1	1.6642e+06
Q20932	BYN1_CAEEL	byn-1	Uncharacterized protein byn-1	2.12493e+06
Q20938	PS11A_CAEEL	rpn-6.1	Probable 26S proteasome regulatory subunit rpn-6.1	1.05804e+07
Q20970	SYMC_CAEEL	mars-1	Methionine--tRNA ligase, cytoplasmic	9.21166e+06
Q21012	ENOPH_CAEEL	F58H1.3	Enolase-phosphatase E1	1.17723e+06
Q21018	CRI3_CAEEL	cri-3	Conserved regulator of innate immunity protein 3	1.62237e+07
Q21065	IFA3_CAEEL	ifa-3	Intermediate filament protein ifa-3	421478
Q21067	IFC2_CAEEL	ifc-2	Intermediate filament protein ifc-2	3.58893e+07
Q21086	GNL3_CAEEL	nst-1	Guanine nucleotide-binding protein-like 3 homolog	5.45219e+06
Q21122	F2612_CAEEL	pfkb-1.2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase	856572
Q21153	CMC1_CAEEL	K02F3.2	Probable calcium-binding mitochondrial carrier K02F3.2	4.81454e+06
Q21154	MOMA1_CAEEL	moma-1	MICOS complex subunit MIC27	6.15752e+06
Q21166	SUR5_CAEEL	sur-5	Acetoacetyl-CoA synthetase	4.18089e+06
Q21193	PROF3_CAEEL	pfn-3	Profilin-3	6.33099e+06
Q21215	GBLP_CAEEL	rack-1	Guanine nucleotide-binding protein subunit beta-2-like 1	1.35557e+08
Q21217	GABT_CAEEL	gta-1	Probable 4-aminobutyrate aminotransferase, mitochondrial	2.05343e+07
Q21219	PEPT1_CAEEL	pept-1	Peptide transporter family 1	2.98157e+06
Q21230	IF2B_CAEEL	K04G2.1	Eukaryotic translation initiation factor 2 subunit 2	4.59855e+06
Q21253	GELS1_CAEEL	gsnl-1	Gelsolin-like protein 1	7.0963e+06
Q21265	TIMPL_CAEEL	tag-225	Putative metalloproteinase inhibitor tag-225	7.60618e+06
Q21268	YMSO_CAEEL	K07C11.7	UPF0046 protein K07C11.7	1.73614e+06
Q21276	NOP56_CAEEL	nol-56	Nucleolar protein 56	2.46337e+07
Q21281	MUP4_CAEEL	mup-4	Transmembrane matrix receptor MUP-4	2.1114e+06
Q21313	EPI1_CAEEL	epi-1	Laminin-like protein epi-1	3.80644e+07
Q21432	NAS11_CAEEL	nas-11	Zinc metalloproteinase nas-11	1.34004e+06
Q21443	LMN1_CAEEL	lmn-1	Lamin-1	3.7352e+07
Q21551	CHCH3_CAEEL	chch-3	MICOS complex subunit MIC19	1.30769e+07
Q21554	DDB1_CAEEL	ddb-1	DNA damage-binding protein 1	1.18253e+06
Q21568	NH2L1_CAEEL	M28.5	NHP2-like protein 1 homolog	7.89234e+07
Q21624	CORO_CAEEL	cor-1	Coronin-like protein cor-1	1.37958e+06
Q21693	IF4E2_CAEEL	ife-2	Eukaryotic translation initiation factor 4E-2	9.53902e+06
Q21735	NTF2_CAEEL	ran-4	Probable nuclear transport factor 2	1.05968e+07
Q21752	VDAC_CAEEL	vdac-1	Probable voltage-dependent anion-selective channel	1.36489e+08
Q21755	NOSIP_CAEEL	R05G6.4	Nitric oxide synthase-interacting protein homolog	777263
Q21770	WAGO1_CAEEL	wago-1	Argonaute protein wago-1	6.55797e+06
Q21771	CPG3_CAEEL	cpg-3	Chondroitin proteoglycan 3	2.56285e+06
Q21773	DHP1_CAEEL	dhp-1	Dihydropyrimidinase 1	3.53888e+06
Q21774	PUR8_CAEEL	adsl-1	Adenylosuccinate lyase	3.1386e+06
Q21824	TDX1_CAEEL	prdx-3	Probable peroxiredoxin prdx-3	2.83524e+07
Q21890	YF64_CAEEL	R102.4	Uncharacterized protein R102.4	3.24762e+06
Q21898	VATL1_CAEEL	vha-1	V-type proton ATPase 16 kDa proteolipid subunit 1	4.00921e+06
Q21902	MCM5_CAEEL	mcm-5	DNA replication licensing factor mcm-5	1.36657e+06
Q21926	SYIC_CAEEL	iars-1	Isoleucine--tRNA ligase, cytoplasmic	6.61384e+06
Q21929	DCXR_CAEEL	dhs-21	L-xylulose reductase	5.30842e+06
Q21930	RL28_CAEEL	rpl-28	60S ribosomal protein L28	1.32029e+08
Q21939	RM49_CAEEL	mrpl-49	Probable 39S ribosomal protein L49, mitochondrial	2.72632e+06
Q21955	MED15_CAEEL	mdt-15	Mediator of RNA polymerase II transcription subunit 15	2.11516e+06
Q21966	ASP4_CAEEL	asp-4	Aspartic protease 4	1.0386e+07
Q21986	NAA25_CAEEL	cra-1	N-terminal acetyltransferase B complex subunit NAA25 homolog	2.66134e+06
Q21993	PFD5_CAEEL	pfd-5	Probable prefoldin subunit 5	8.83312e+06
Q21997	DERL2_CAEEL	R151.6	Derlin-2	432189
Q22006	PRO1_CAEEL	pro-1	Pre-rRNA-processing protein pro-1	906694
Q22018	KTHY_CAEEL	dtmk-1	Thymidylate kinase	3.34126e+06
Q22021	ATPK_CAEEL	R53.4	Putative ATP synthase subunit f, mitochondrial	1.15441e+07
Q22037	ROA1_CAEEL	hrp-1	Heterogeneous nuclear ribonucleoprotein A1	1.75115e+07
Q22038	RHO1_CAEEL	rho-1	Ras-like GTP-binding protein rhoA	1.10252e+07
Q22053	FBRL_CAEEL	fib-1	rRNA 2'-O-methyltransferase fibrillarin	4.11337e+07
Q22054	RS16_CAEEL	rps-16	40S ribosomal protein S16	6.49611e+07
Q22067	AATC_CAEEL	got-1.2	Aspartate aminotransferase, cytoplasmic	1.01804e+07
Q22099	SYK_CAEEL	kars-1	Lysine--tRNA ligase	1.17515e+07
Q22100	THILH_CAEEL	kat-1	Acetyl-CoA acetyltransferase homolog, mitochondrial	3.70398e+07
Q22111	MMAA1_CAEEL	mmaa-1	Methylmalonic aciduria type A homolog, mitochondrial	3.08396e+06
Q22169	SSRB_CAEEL	trap-2	Translocon-associated protein subunit beta	9.91501e+06
Q22230	DECR_CAEEL	decr-1.3	Probable 2,4-dienoyl-CoA reductase 3	1.23385e+07
Q22235	ENPL1_CAEEL	enpl-1	Endoplasmin homolog	2.0467e+07
Q22285	TTR46_CAEEL	ttr-46	Transthyretin-like protein 46	1.69589e+07
Q22288	TTR15_CAEEL	ttr-15	Transthyretin-like protein 15	5.26662e+07
Q22347	ACADM_CAEEL	acdh-10	Probable medium-chain specific acyl-CoA dehydrogenase 10, mitochondrial	1.5084e+07
Q22453	SSU72_CAEEL	ssup-72	RNA polymerase II subunit A C-terminal domain phosphatase ssup-72	303617
Q22460	BCA1_CAEEL	bca-1	Beta carbonic anhydrase 1	3.43174e+06
Q22492	HEXA_CAEEL	hex-1	Beta-hexosaminidase A	1.30791e+06
Q22494	VATH2_CAEEL	vha-15	Probable V-type proton ATPase subunit H 2	1.54859e+07
Q22498	COPG_CAEEL	copg-1	Probable coatomer subunit gamma	2.13383e+07
Q22505	IMMT1_CAEEL	immt-1	MICOS complex subunit MIC60-1	7.46482e+06
Q22531	AMP2_CAEEL	T16G12.1	Putative aminopeptidase-2	2.00395e+06
Q22619	NDUS8_CAEEL	T20H4.5	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	4.91341e+06
Q22633	HPPD_CAEEL	hpd-1	4-hydroxyphenylpyruvate dioxygenase	1.09163e+07
Q22640	ERH_CAEEL	erh-1	Enhancer of rudimentary homolog	989868
Q22647	TIM50_CAEEL	scpl-4	Mitochondrial import inner membrane translocase subunit TIM50	1.03911e+06
Q22799	DYL1_CAEEL	dlc-1	Dynein light chain 1, cytoplasmic	1.22044e+07
Q22866	TPM1_CAEEL	lev-11	Tropomyosin isoforms a/b/d/f	3.47765e+08
Q22918	IF5_CAEEL	C37C3.2	Eukaryotic translation initiation factor 5	3.91042e+06
Q22957	U376C_CAEEL	F10G2.1	UPF0376 protein F10G2.1	3.98833e+06
Q23027	INX5_CAEEL	inx-5	Innexin-5	270765
Q23058	SSP9_CAEEL	ssp-9	Sperm-specific class P protein 9/11	8.60595e+06
Q23092	FABP4_CAEEL	lbp-4	Fatty acid-binding protein homolog 4	1.72387e+06
Q23120	RSP2_CAEEL	rsp-2	Probable splicing factor, arginine/serine-rich 2	7.02631e+06
Q23121	RSP1_CAEEL	rsp-1	Probable splicing factor, arginine/serine-rich 1	7.72036e+06
Q23126	TRMB_CAEEL	metl-1	tRNA (guanine-N(7)-)-methyltransferase	1.08875e+06
Q23202	SBDS_CAEEL	sbds-1	Ribosome maturation protein SBDS	1.23096e+06
Q23223	MTR4_CAEEL	mtr-4	mRNA transport homolog 4	2.49194e+06
Q23232	WDR4_CAEEL	wdr-4	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit	1.57735e+06
Q23237	PSB3_CAEEL	pbs-3	Proteasome subunit beta type-3	1.467e+07
Q23280	DAF41_CAEEL	daf-41	Co-chaperone protein daf-41	1.89489e+07
Q23295	MPPB_CAEEL	mppb-1	Mitochondrial-processing peptidase subunit beta	2.40626e+06
Q23307	YHB8_CAEEL	ZC412.3	Uncharacterized protein ZC412.3	7.35955e+06
Q23312	RS7_CAEEL	rps-7	40S ribosomal protein S7	7.03733e+07
Q23316	NICA_CAEEL	aph-2	Nicastrin	136465
Q23381	MUTA_CAEEL	mmcm-1	Probable methylmalonyl-CoA mutase, mitochondrial	5.47521e+06
Q23402	BCCIP_CAEEL	ZK1127.4	Protein BCCIP homolog	1.66587e+06
Q23445	SAR1_CAEEL	ZK180.4	GTP-binding protein SAR1	5.44492e+06
Q23449	PSMD8_CAEEL	rpn-12	26S proteasome non-ATPase regulatory subunit 8	7.76549e+06
Q23450	COA7_CAEEL	coa-7	Cytochrome c oxidase assembly factor 7 homolog	5.26248e+06
Q23495	HEAT1_CAEEL	toe-1	HEAT repeat-containing protein 1 homolog	1.44068e+06
Q23500	ACOC_CAEEL	aco-1	Probable cytoplasmic aconitate hydratase	9.22508e+07
Q23536	LGG2_CAEEL	lgg-2	Protein lgg-2	301984
Q23551	UNC22_CAEEL	unc-22	Twitchin	9.34336e+06
Q23571	ODB2_CAEEL	dbt-1	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	7.36476e+06
Q23588	UTPP_CAEEL	upp-1	Uridine and thymidine phosphorylase	1.11164e+07
Q23629	DHTK1_CAEEL	ogdh-2	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 homolog, mitochondrial	2.65624e+06
Q23652	USIP1_CAEEL	usip-1	U6 snRNA-specific terminal uridylyltransferase	161485
Q23655	NLTP1_CAEEL	nlt-1	Non-specific lipid-transfer protein-like 1	1.39625e+07
Q23670	TOP2_CAEEL	top-2	DNA topoisomerase 2 top-2	5.97347e+06
Q23680	VATF_CAEEL	vha-9	Probable V-type proton ATPase subunit F	2.73893e+07
Q27245	YH24_CAEEL	lap-2	Putative aminopeptidase W07G4.4	1.93373e+07
Q27249	TPM3_CAEEL	lev-11	Tropomyosin isoforms c/e	4.99946e+07
Q27257	DIF1_CAEEL	dif-1	Protein dif-1	727190
Q27274	RO60_CAEEL	rop-1	60 kDa SS-A/Ro ribonucleoprotein homolog	3.32947e+06
Q27371	TNNT_CAEEL	mup-2	Troponin T	8.47405e+07
Q27389	RL13A_CAEEL	rpl-16	60S ribosomal protein L13a	1.28921e+08
Q27464	G6PD_CAEEL	gspd-1	Glucose-6-phosphate 1-dehydrogenase	6.22235e+06
Q27487	CATA1_CAEEL	ctl-2	Peroxisomal catalase 1	1.43496e+07
Q27488	PSA2_CAEEL	pas-2	Proteasome subunit alpha type-2	9.39795e+06
Q27497	GLC7A_CAEEL	gsp-1	Serine/threonine-protein phosphatase PP1-alpha	9.68884e+06
Q27504	CAH3_CAEEL	cah-3	Putative carbonic anhydrase 3	2.06503e+06
Q27511	H2AV_CAEEL	htz-1	Histone H2A.V	2.44131e+08
Q27527	ENO_CAEEL	enol-1	Enolase	7.77222e+07
Q27535	KARG2_CAEEL	ZC434.8	Probable arginine kinase ZC434.8	8.82832e+06
Q27874	PAT3_CAEEL	pat-3	Integrin beta pat-3	9.04987e+06
Q27876	H2B4_CAEEL	his-48	Probable histone H2B 4	5.34607e+08
Q27888	LDH_CAEEL	ldh-1	L-lactate dehydrogenase	1.63381e+07
Q27894	H2B2_CAEEL	his-4	Histone H2B 2	1.24288e+08
Q27J81	INF2_HUMAN	INF2	Inverted formin-2	4.1994e+06
Q29RF7	PDS5A_HUMAN	PDS5A	Sister chromatid cohesion protein PDS5 homolog A	9.93259e+06
Q2KHR3	QSER1_HUMAN	QSER1	Glutamine and serine-rich protein 1	8.34896e+06
Q2M389	WASC4_HUMAN	WASHC4	WASH complex subunit 4	1.0686e+06
Q2NL82	TSR1_HUMAN	TSR1	Pre-rRNA-processing protein TSR1 homolog	1.30533e+07
Q2T9J0	TYSD1_HUMAN	TYSND1	Peroxisomal leader peptide-processing protease	3.41099e+06
Q2TAA2	IAH1_HUMAN	IAH1	Isoamyl acetate-hydrolyzing esterase 1 homolog	1.64905e+06
Q2TAL8	QRIC1_HUMAN	QRICH1	Glutamine-rich protein 1	2.01601e+06
Q2TAY7	SMU1_HUMAN	SMU1	WD40 repeat-containing protein SMU1	7.34346e+06
Q2V2P4	YI156_YEAST	YIL156W-B	Uncharacterized protein YIL156W-B	3.11221e+06
Q2VPK5	CTU2_HUMAN	CTU2	Cytoplasmic tRNA 2-thiolation protein 2	2.26063e+06
Q30201	HFE_HUMAN	HFE	Hereditary hemochromatosis protein	1.22788e+06
Q32MZ4	LRRF1_HUMAN	LRRFIP1	Leucine-rich repeat flightless-interacting protein 1	9.02768e+06
Q32NC0	CR021_HUMAN	C18orf21	UPF0711 protein C18orf21	385612
Q32P28	P3H1_HUMAN	P3H1	Prolyl 3-hydroxylase 1	8.63122e+06
Q32P41	TRM5_HUMAN	TRMT5	tRNA (guanine(37)-N1)-methyltransferase	1.90428e+06
Q32P44	EMAL3_HUMAN	EML3	Echinoderm microtubule-associated protein-like 3	2.4969e+06
Q3B726	RPA43_HUMAN	POLR1F	DNA-directed RNA polymerase I subunit RPA43	1.70233e+06
